target_text_fa	target_text	prefix	input_text
خجالت زده	shy	xAttr	PersonX asks PersonY for a date
رد می شود	gets rejected	xEffect	PersonX asks PersonY for a date
برای داشتن یک رابطه	to have a relationship	xIntent	PersonX asks PersonY for a date
برای شناسایی شخصی	to know PersonY	xNeed	PersonX asks PersonY for a date
غمگین	sad	xReact	PersonX asks PersonY for a date
از شادی بپرم	to jump for joy	xWant	PersonX asks PersonY for a date
مداد به ایکس می دهد	Gives X a pencil	oEffect	PersonX asks PersonY for a pencil
کمک کننده	helpful	oReact	PersonX asks PersonY for a pencil
دادن مداد به X	To give a pencil to X	oWant	PersonX asks PersonY for a pencil
ناآماده	unprepared	xAttr	PersonX asks PersonY for a pencil
قلم را پس می دهد	Gives the Pencil back	xEffect	PersonX asks PersonY for a pencil
تا بتوانند آنچه را که نوشته اند پاک کنند.	to be able to erase what they have written	xIntent	PersonX asks PersonY for a pencil
برای دیدن شخصی که مداد دارد.	to see that Person Y has a pencil.	xNeed	PersonX asks PersonY for a pencil
برای نوشتن	To write	xWant	PersonX asks PersonY for a pencil
درخواست را بررسی می کند	contemplates the request	oEffect	PersonX asks PersonY for help
خوشحال از اینکه می توانند به ما کمک کنند	happy that they could assist	oReact	PersonX asks PersonY for help
کمکی را که خواسته اند به آنها می دهد	gives them the help they asked for	oWant	PersonX asks PersonY for help
خواستار	wanting	xAttr	PersonX asks PersonY for help
توسط شخصی رد می شود	gets rejected by persony	xEffect	PersonX asks PersonY for help
برای کمک گرفتن	to get some help	xIntent	PersonX asks PersonY for help
کمک کرد	helped	xReact	PersonX asks PersonY for help
نمی دانم کجا می تواند باشد.	wonder where it could be	oEffect	PersonX asks PersonY if had seen
درک نشده	ineterested	oReact	PersonX asks PersonY if had seen
که با صدای بلند از نام سگ بخواهد	to call loudly using the dog's name	oWant	PersonX asks PersonY if had seen
صدای سکسکه ای می آید.	nosy	xAttr	PersonX asks PersonY if had seen
برای نزدیک شدن به شخصی	to approach PersonY	xNeed	PersonX asks PersonY if had seen
آگهی شده است	informed	xReact	PersonX asks PersonY if had seen
برای کسب اطلاعات از دیگران	to get information from others	xWant	PersonX asks PersonY if had seen
اعتماد شخص ای را به خود جلب می کند.	gains the trust of person Y	xEffect	PersonX asks PersonY liked
تا ببینند آیا آن ها از این کار خوششان می آید یا نه.	to know if they liked it	xIntent	PersonX asks PersonY liked
شخصی را صدا کنید.	call person y	xNeed	PersonX asks PersonY liked
همانطور که آن ها به دوستی و عدم تمایلشان اهمیت می دهند	like they care about there likes and dislikes	xReact	PersonX asks PersonY liked
چیزی از شخص ایکس بخواهید	to do ask for something to PersonX	xWant	PersonX asks PersonY liked
بچه شان بیرون بازی می کند	their kid plays outside	oEffect	PersonX asks PersonY mom
کمک کننده	helpful	oReact	PersonX asks PersonY mom
برای گفتن اینکه اشکالی نداره	to say it's ok	oWant	PersonX asks PersonY mom
محترمانه	respectful	xAttr	PersonX asks PersonY mom
آن ها می توانند تفریح کنند	they get to have fun	xEffect	PersonX asks PersonY mom
برای پرسیدن یک سوال	to ask a question	xIntent	PersonX asks PersonY mom
دلیلی برای پرسیدن	a reason to ask	xNeed	PersonX asks PersonY mom
خوب است که آنها پاسخی دارند	good that they have an answer	xReact	PersonX asks PersonY mom
از شخص ایکس ناراحت می شود.	gets annoyed by PersonX	oEffect	PersonX asks PersonY on a date
موافقت کرد	contended	oReact	PersonX asks PersonY on a date
برای یک قرار ملاقات دیگر بروید.	go on another date	oWant	PersonX asks PersonY on a date
شجاعانه	bold	xAttr	PersonX asks PersonY on a date
رد می شود	gets rejected	xEffect	PersonX asks PersonY on a date
برای مصاحبت کردن	to be companionable	xIntent	PersonX asks PersonY on a date
برای یک قرار ملاقات دیگر بروید.	go on another date	xWant	PersonX asks PersonY on a date
سرش داد می زنند	gets yelled at	oEffect	PersonX asks PersonY opinion
خوشحال از این که نظرش را بدهد	happy to give opinion	oReact	PersonX asks PersonY opinion
تا از شخص ایکس بپرسد که آنها چه فکر می کنند	to ask PersonX what they think	oWant	PersonX asks PersonY opinion
علاقمند	Interested	xAttr	PersonX asks PersonY opinion
دانش بیشتری کسب می کند	gains knowledge	xEffect	PersonX asks PersonY opinion
به شخصی در مورد این موضوع بگو	tell PersonY about the issue	xNeed	PersonX asks PersonY opinion
بیشتر می دانند	more knowing	xReact	PersonX asks PersonY opinion
برای سبک سنگین کردن گزینه ها	to weigh the options	xWant	PersonX asks PersonY opinion
هیچ کس	NONE	oEffect	PersonX asks PersonY out on a date
خوشحال	happy	oReact	PersonX asks PersonY out on a date
برای گرفتن پیتزا	to get pizza	oWant	PersonX asks PersonY out on a date
احساساتي	passionate	xAttr	PersonX asks PersonY out on a date
تا با کسی که خودش انتخاب کرده باشد	to be with someone of his choice	xIntent	PersonX asks PersonY out on a date
برای گرفتن شماره شخصی	to get PersonY's number	xNeed	PersonX asks PersonY out on a date
رضایت خاطر	satisfied	xReact	PersonX asks PersonY out on a date
برای برداشتن شخصی	to pick up PersonY	xWant	PersonX asks PersonY out on a date
از سوال هایی که می پرسد جا خورده است.	Is taken aback by questions	oEffect	PersonX asks PersonY question
تشویق شده بود	encouraged	oReact	PersonX asks PersonY question
تعجب از اینکه شخص ایکس به چه چیزی فکر می کند	to wonder what PersonX is thinking	oWant	PersonX asks PersonY question
جواب رکیک می دهد.	Gets sarcastic answer	xEffect	PersonX asks PersonY question
برای اینکه بفهمیم	to find out	xIntent	PersonX asks PersonY question
برای پیدا کردن شخصی	to find PersonY	xNeed	PersonX asks PersonY question
دانشمند	knowledgeable	xReact	PersonX asks PersonY question
تا چیزی را کشف کند	to find out something	xWant	PersonX asks PersonY question
کنجکاو	curious	xAttr	PersonX asks PersonY questions
تحت فشار قرار می گیرند	gets interogated	xEffect	PersonX asks PersonY questions
تا بیشتر بدانم	to know more	xIntent	PersonX asks PersonY questions
برای نزدیک شدن به شخصی	to approach PersonY	xNeed	PersonX asks PersonY questions
بی طرف	neutral	xReact	PersonX asks PersonY questions
برای شنیدن پاسخ	to listen to the answer	xWant	PersonX asks PersonY questions
به اطراف نگاه می کند تا افراد دیگری را ببیند.	looks around for other people	oEffect	PersonX asks PersonY some questions
فشار برای پاسخ	pressured to answer	oReact	PersonX asks PersonY some questions
تا به سوال های شخص ایکس پاسخ دهد.	to answer PersonX's questions	oWant	PersonX asks PersonY some questions
تحريک شده	stimulated	xAttr	PersonX asks PersonY some questions
عصبی می شود	gets nervous	xEffect	PersonX asks PersonY some questions
اطلاعات از شخصی	information from person	xIntent	PersonX asks PersonY some questions
که قلم و کاغذ را به مردم تعارف کند	to offer person y pen and paper	xNeed	PersonX asks PersonY some questions
معلمش بداند که او دارد سعی می کند	his teacher to know he is trying	xWant	PersonX asks PersonY some questions
فکر می کند	thinks	oEffect	PersonX asks PersonY something
کمک کننده.	helpful.	oReact	PersonX asks PersonY something
تا به شخص ایکس بگوید نگران این موضوع نباشد.	to tell PersonX not to worry about it.	oWant	PersonX asks PersonY something
پرس و جو کنان	inquisitve	xAttr	PersonX asks PersonY something
دانش بیشتری کسب می کند	gains knowledge	xEffect	PersonX asks PersonY something
برای کسب اطلاعات.	to gain information.	xIntent	PersonX asks PersonY something
کمک کرد.	helped.	xReact	PersonX asks PersonY something
نتوانست پاسخ دهد	not able to answer	oEffect	PersonX asks PersonY the question
خوب است.	good	oReact	PersonX asks PersonY the question
مشتاق	Eager	xAttr	PersonX asks PersonY the question
دهانش را باز کند و سوال کند.	to open his mouth to ask the question.	xNeed	PersonX asks PersonY the question
رضایت خاطر	satisfied	xReact	PersonX asks PersonY the question
تا درستی پاسخ را تایید کند.	to verify the veracity of the answer	xWant	PersonX asks PersonY the question
آدم ایکس چیزی را می خورد	Teaches person X something	oWant	PersonX asks PersonY the reason
توضیح می دهد	Gets an explanation	xEffect	PersonX asks PersonY the reason
برای آگاه شدن	to be informed	xIntent	PersonX asks PersonY the reason
که توسط شخصی به اشتباه افتاده است.	to have been wronged by PersonY	xNeed	PersonX asks PersonY the reason
درک کردن	understanding	xReact	PersonX asks PersonY the reason
تا عدم تأیید خود را نشان دهند	to express their disapprovement	xWant	PersonX asks PersonY the reason
انرژی بیشتری بدست بیاورید	get more energy	oEffect	PersonX asks PersonY thought
خوب است.	good	oReact	PersonX asks PersonY thought
برای همکاری با شخص ایکس	to cooperate with PersonX	oWant	PersonX asks PersonY thought
کنجکاو	curious	xAttr	PersonX asks PersonY thought
سر تکان می دهد	nods head	xEffect	PersonX asks PersonY thought
تا چیزی را کشف کند	to find out something	xIntent	PersonX asks PersonY thought
برای نزدیک شدن به شخصی	to approach PersonY	xNeed	PersonX asks PersonY thought
خوشحال	happy	xReact	PersonX asks PersonY thought
تحت فشار است تا پاسخ دهد	is pressured to answer	oEffect	PersonX asks PersonY to accept
سپاسگزارم.	grateful	oReact	PersonX asks PersonY to accept
برای پذیرفتن	to accept	oWant	PersonX asks PersonY to accept
تحسین آمیز	appreciative	xAttr	PersonX asks PersonY to accept
عرق از پیش بینی	sweats in anticipation	xEffect	PersonX asks PersonY to accept
برای تقسیم کردن	to share	xIntent	PersonX asks PersonY to accept
تا مسئولیت را به او واگذار کند	to hand over the responsibility	xWant	PersonX asks PersonY to accept
رئیس فریاد می زند:	Y gets yelled at by boss	oEffect	PersonX asks PersonY to accompany
سپاسگزار	thankful	oReact	PersonX asks PersonY to accompany
دعوت او را بپذیرد	to accept his invitation	oWant	PersonX asks PersonY to accompany
دوستانه	friendly	xAttr	PersonX asks PersonY to accompany
برنده جایزه در ورودی می شود	wins a doorprize	xEffect	PersonX asks PersonY to accompany
برای متقاعد کردن او	to convince him	xNeed	PersonX asks PersonY to accompany
رضایت خاطر	satisfied	xReact	PersonX asks PersonY to accompany
برای تهیه برنامه های سفر	to make plans for travel	xWant	PersonX asks PersonY to accompany
می گوید بله	says yes	oEffect	PersonX asks PersonY to be PersonX's wife
بسیار خوشحال	extremely happy	oReact	PersonX asks PersonY to be PersonX's wife
نامزد شده است.	engaged	xAttr	PersonX asks PersonY to be PersonX's wife
تا زندگی خود را با کسی بگذرانند	to spend their life with someone	xIntent	PersonX asks PersonY to be PersonX's wife
یک حلقه بخرد	buy a ring	xNeed	PersonX asks PersonY to be PersonX's wife
بسیار خوشحال	extremely happy	xReact	PersonX asks PersonY to be PersonX's wife
تاریخ عروسی را تعیین کنید	decide a wedding date	xWant	PersonX asks PersonY to be PersonX's wife
برای تلفن زدن	to make the call	oWant	PersonX asks PersonY to call
تلفن هایشان را نگاه می کند	watches their phone	xEffect	PersonX asks PersonY to call
برای فراخوانده شدن	to be called	xIntent	PersonX asks PersonY to call
تا جایی برای تلفن زدن داشته باشم	to have some place to call	xNeed	PersonX asks PersonY to call
خوشحال	happy	xReact	PersonX asks PersonY to call
برای آن ها که زنگ بزنند	for them to call	xWant	PersonX asks PersonY to call
یک ناهار مجانی بگیرید	get a free lunch	oEffect	PersonX asks PersonY to come
محتاط	wary	oReact	PersonX asks PersonY to come
برای نادیده گرفتن شخص ایکس.	to ignore Person X.	oWant	PersonX asks PersonY to come
امیدوار کننده	hopeful	xAttr	PersonX asks PersonY to come
با شخصی به نام Y تماس می گیرد	makes a phone call to person Y	xEffect	PersonX asks PersonY to come
تا با شخص ارتباط برقرار کند	to interact with the person	xIntent	PersonX asks PersonY to come
خوشحال	happy	xReact	PersonX asks PersonY to come
تا لذت ببریم	to have fun	xWant	PersonX asks PersonY to come
سرخ می شود	blushes	oEffect	PersonX asks PersonY to dance
خوشحال	happy	oReact	PersonX asks PersonY to dance
برای رد کردن شخص ایکس	to reject personX	oWant	PersonX asks PersonY to dance
رمانتیک	romantic	xAttr	PersonX asks PersonY to dance
پذیرفته شده	accepted	xEffect	PersonX asks PersonY to dance
با شخصی آشنا شوید.	meet up with personY	xNeed	PersonX asks PersonY to dance
خوب است.	good	xReact	PersonX asks PersonY to dance
برای اینکه شرایط را بهتر ببینیم	to better visual the situation	xIntent	PersonX asks PersonY to describe
برای اطلاع از خبر جدیدی آمده است.	comes to know about a news	xNeed	PersonX asks PersonY to describe
این رویداد را مستقیما ببینید	view the event directly	xWant	PersonX asks PersonY to describe
متهم به شبح سازی	accused of ghosting	oEffect	PersonX asks PersonY to dine
خوشحال	happy	oReact	PersonX asks PersonY to dine
تا کسی را بهتر بشناسید	to get to know someone better	oWant	PersonX asks PersonY to dine
جامعه ای	social	xAttr	PersonX asks PersonY to dine
از او کمی وقت خواست	asked for a little more time	xEffect	PersonX asks PersonY to dine
برای لذت بردن از مصاحبت شخصی خود	to go enjoy person y's company	xIntent	PersonX asks PersonY to dine
اشتیاق به ارتباط با دیگران	a desire to interact	xNeed	PersonX asks PersonY to dine
خوشحال	happy	xReact	PersonX asks PersonY to dine
برای معاشرت کردن	to socialize	xWant	PersonX asks PersonY to dine
