index	prefix	input_text	target_text	input_text_fa	target_text_fa	natural	natural_fa	natural_input_text_en	natural_target_text	natural_input_text_fa	natural_target_text_fa
576	xIntent	PersonX sows ___ in PersonY's field	to help a neighbor	PersonX ___ را در قسمت PersonY می کارد	برای کمک به همسایه	PersonX sows ___ in PersonY's field. PersonX intends to help a neighbor	PersonX ___ را در قسمت PersonY می کارد. PersonX قصد دارد به همسایه کمک کند	PersonX sows ___ in PersonY's field	 PersonX intends to help a neighbor	PersonX ___ را در قسمت PersonY می کارد	 PersonX قصد دارد به همسایه کمک کند
577	xIntent	PersonX sows ___ in PersonY's field	to make a profit	PersonX ___ را در قسمت PersonY می کارد	به دست آوردن سود	PersonX sows ___ in PersonY's field. PersonX intends to make a profit	PersonX ___ را در قسمت PersonY می کارد. PersonX قصد دارد سود کسب کند	PersonX sows ___ in PersonY's field	 PersonX intends to make a profit	PersonX ___ را در قسمت PersonY می کارد	 PersonX قصد دارد سود کسب کند
578	xIntent	PersonX sows ___ in PersonY's field	to grow a crop	PersonX ___ را در قسمت PersonY می کارد	برای پرورش محصول	PersonX sows ___ in PersonY's field. PersonX intends to grow a crop	PersonX ___ را در قسمت PersonY می کارد. PersonX قصد دارد یک محصول پرورش دهد	PersonX sows ___ in PersonY's field	 PersonX intends to grow a crop	PersonX ___ را در قسمت PersonY می کارد	 PersonX قصد دارد یک محصول پرورش دهد
579	xIntent	PersonX transmits ___ thereof	carefulness	PersonX ___ آن را منتقل می کند	دقت	PersonX transmits ___ thereof. PersonX intends carefulness	PersonX ___ آن را منتقل می کند. PersonX قصد دارد دقت کند	PersonX transmits ___ thereof	 PersonX intends carefulness	PersonX ___ آن را منتقل می کند	 PersonX قصد دارد دقت کند
580	xIntent	PersonX transmits ___ thereof	good about themselves	PersonX ___ آن را منتقل می کند	خوب در مورد خودشان	PersonX transmits ___ thereof. PersonX intends good about themselves	PersonX ___ آن را منتقل می کند. PersonX قصد خوبی در مورد خود دارد	PersonX transmits ___ thereof	 PersonX intends good about themselves	PersonX ___ آن را منتقل می کند	 PersonX قصد خوبی در مورد خود دارد
581	xIntent	PersonX inherits PersonX's father 's ___	to follow footsteps	PersonX پدر ___ پدر PersonX را به ارث می برد	برای قدم گذاشتن	PersonX inherits PersonX's father 's ___. PersonX intends to follow footsteps	PersonX پدر ___ پدر PersonX را به ارث می برد. PersonX قصد دارد قدم های خود را دنبال کند	PersonX inherits PersonX's father 's ___	 PersonX intends to follow footsteps	PersonX پدر ___ پدر PersonX را به ارث می برد	 PersonX قصد دارد قدم های خود را دنبال کند
582	xIntent	PersonX inherits PersonX's father 's ___	to took over another person's profession	PersonX پدر ___ پدر PersonX را به ارث می برد	حرفه شخص دیگری را به عهده بگیرد	PersonX inherits PersonX's father 's ___. PersonX intends to took over another person's profession	PersonX پدر ___ پدر PersonX را به ارث می برد. PersonX قصد دارد حرفه شخص دیگری را به عهده بگیرد	PersonX inherits PersonX's father 's ___	 PersonX intends to took over another person's profession	PersonX پدر ___ پدر PersonX را به ارث می برد	 PersonX قصد دارد حرفه شخص دیگری را به عهده بگیرد
583	xIntent	PersonX answers another ___	to stay in touch	PersonX به دیگری پاسخ می دهد ___	در تماس باشید	PersonX answers another ___. PersonX intends to stay in touch	PersonX به ___ دیگری پاسخ می دهد. PersonX قصد دارد در تماس باشد	PersonX answers another ___	 PersonX intends to stay in touch	PersonX به ___ دیگری پاسخ می دهد	 PersonX قصد دارد در تماس باشد
584	xIntent	PersonX answers another ___	to give a reply	PersonX به دیگری پاسخ می دهد ___	پاسخ دادن	PersonX answers another ___. PersonX intends to give a reply	PersonX به ___ دیگری پاسخ می دهد. PersonX قصد دارد پاسخی بدهد	PersonX answers another ___	 PersonX intends to give a reply	PersonX به ___ دیگری پاسخ می دهد	 PersonX قصد دارد پاسخی بدهد
585	xIntent	PersonX sets ___ upon PersonY	hand	PersonX ___ را بر روی PersonY تنظیم می کند	دست	PersonX sets ___ upon PersonY. PersonX intends hand	PersonX ___ را بر روی PersonY تنظیم می کند. PersonX قصد دستی دارد	PersonX sets ___ upon PersonY	 PersonX intends hand	PersonX ___ را بر روی PersonY تنظیم می کند	 PersonX قصد دستی دارد
586	xIntent	PersonX denies one 's ___	to be independent	PersonX ___ شخص را انکار می کند	مستقل بودن	PersonX denies one 's ___. PersonX intends to be independent	PersonX ___ شخص را انکار می کند. PersonX قصد دارد مستقل باشد	PersonX denies one 's ___	 PersonX intends to be independent	PersonX ___ شخص را انکار می کند	 PersonX قصد دارد مستقل باشد
587	xIntent	PersonX denies one 's ___	i like my mother	PersonX ___ شخص را انکار می کند	من مادرم را دوست دارم	PersonX denies one 's ___. PersonX intends i like my mother	PersonX ___ شخص را انکار می کند. PersonX قصد دارد من مادرم را دوست داشته باشم	PersonX denies one 's ___	 PersonX intends i like my mother	PersonX ___ شخص را انکار می کند	 PersonX قصد دارد من مادرم را دوست داشته باشم
588	xIntent	PersonX knows the ___ thoroughly	to learn quickly	PersonX ___ را کاملاً می داند	به سرعت یاد بگیرند	PersonX knows the ___ thoroughly. PersonX intends to learn quickly	PersonX ___ را کاملاً می داند. PersonX قصد دارد به سرعت یاد بگیرد	PersonX knows the ___ thoroughly	 PersonX intends to learn quickly	PersonX ___ را کاملاً می داند	 PersonX قصد دارد به سرعت یاد بگیرد
589	xIntent	PersonX uses PersonX's ___ to secure	to save his position	PersonX از ___ PersonX برای ایمن سازی استفاده می کند	برای حفظ موقعیت خود	PersonX uses PersonX's ___ to secure. PersonX intends to save his position	PersonX از ___ PersonX برای ایمن سازی استفاده می کند. PersonX قصد دارد موقعیت خود را نجات دهد	PersonX uses PersonX's ___ to secure	 PersonX intends to save his position	PersonX از ___ PersonX برای ایمن سازی استفاده می کند	 PersonX قصد دارد موقعیت خود را نجات دهد
590	xIntent	PersonX renders ___ to PersonY's country	to prove himself and do something for persony's country	PersonX ___ را به کشور PersonY ارائه می دهد	خود را ثابت کند و کاری برای کشور شخص انجام دهد	PersonX renders ___ to PersonY's country. PersonX intends to prove himself and do something for persony's country	PersonX ___ را به کشور PersonY ارائه می دهد. PersonX قصد دارد خود را ثابت کند و برای کشور شخصیتی کاری انجام دهد	PersonX renders ___ to PersonY's country	 PersonX intends to prove himself and do something for persony's country	PersonX ___ را به کشور PersonY ارائه می دهد	 PersonX قصد دارد خود را ثابت کند و برای کشور شخصیتی کاری انجام دهد
591	xIntent	PersonX renders ___ to PersonY's country	to help	PersonX ___ را به کشور PersonY ارائه می دهد	برای کمک به	PersonX renders ___ to PersonY's country. PersonX intends to help	PersonX ___ را به کشور PersonY ارائه می دهد. PersonX قصد کمک دارد	PersonX renders ___ to PersonY's country	 PersonX intends to help	PersonX ___ را به کشور PersonY ارائه می دهد	 PersonX قصد کمک دارد
592	xIntent	PersonX gets ___ to help	to be with additional people	PersonX ___ را برای کمک دریافت می کند	بودن با افراد دیگر	PersonX gets ___ to help. PersonX intends to be with additional people	PersonX ___ را برای کمک دریافت می کند. PersonX قصد دارد در کنار افراد دیگری باشد	PersonX gets ___ to help	 PersonX intends to be with additional people	PersonX ___ را برای کمک دریافت می کند	 PersonX قصد دارد در کنار افراد دیگری باشد
593	xIntent	PersonX knows one 's ___	to be a part of everything	PersonX یکی را می شناسد ___	بخشی از همه چیز باشد	PersonX knows one 's ___. PersonX intends to be a part of everything	PersonX شخصی ___ را می داند. PersonX قصد دارد بخشی از همه چیز باشد	PersonX knows one 's ___	 PersonX intends to be a part of everything	PersonX شخصی ___ را می داند	 PersonX قصد دارد بخشی از همه چیز باشد
594	xIntent	PersonX shows every ___	to be thorough	PersonX هر ___ را نشان می دهد	کامل بودن	PersonX shows every ___. PersonX intends to be thorough	PersonX هر ___ را نشان می دهد. PersonX قصد دارد کامل باشد	PersonX shows every ___	 PersonX intends to be thorough	PersonX هر ___ را نشان می دهد	 PersonX قصد دارد کامل باشد
595	xIntent	PersonX shows every ___	to provide best interior	PersonX هر ___ را نشان می دهد	برای تهیه بهترین فضای داخلی	PersonX shows every ___. PersonX intends to provide best interior	PersonX هر ___ را نشان می دهد. PersonX قصد دارد بهترین فضای داخلی را فراهم کند	PersonX shows every ___	 PersonX intends to provide best interior	PersonX هر ___ را نشان می دهد	 PersonX قصد دارد بهترین فضای داخلی را فراهم کند
596	xIntent	PersonX holds PersonX's ___ long	control	PersonX ___ طولانی PersonX را نگه می دارد	کنترل	PersonX holds PersonX's ___ long. PersonX intends control	PersonX ___ طولانی PersonX را نگه می دارد. PersonX قصد کنترل دارد	PersonX holds PersonX's ___ long	 PersonX intends control	PersonX ___ طولانی PersonX را نگه می دارد	 PersonX قصد کنترل دارد
597	xIntent	PersonX whispers ___ in PersonY's ear	to tell a secret	PersonX نجوا می کند ___ در گوش PersonY	راز گفتن	PersonX whispers ___ in PersonY's ear. PersonX intends to tell a secret	PersonX نجوا می کند ___ در گوش PersonY. PersonX قصد دارد یک راز را بگوید	PersonX whispers ___ in PersonY's ear	 PersonX intends to tell a secret	PersonX نجوا می کند ___ در گوش PersonY	 PersonX قصد دارد یک راز را بگوید
598	xIntent	PersonX whispers ___ in PersonY's ear	persony to clandestinely hear something	PersonX نجوا می کند ___ در گوش PersonY	شخصیتی برای شنیدن مخفیانه چیزی	PersonX whispers ___ in PersonY's ear. PersonX intends persony to clandestinely hear something	PersonX نجوا می کند ___ در گوش PersonY. PersonX قصد دارد شخصاً چیزی را مخفیانه بشنود	PersonX whispers ___ in PersonY's ear	 PersonX intends persony to clandestinely hear something	PersonX نجوا می کند ___ در گوش PersonY	 PersonX قصد دارد شخصاً چیزی را مخفیانه بشنود
599	xIntent	PersonX whispers ___ in PersonY's ear	to woo persony	PersonX نجوا می کند ___ در گوش PersonY	شخصیتی را جلب کردن	PersonX whispers ___ in PersonY's ear. PersonX intends to woo persony	PersonX نجوا می کند ___ در گوش PersonY. PersonX قصد دارد شخصیتی را جلب کند	PersonX whispers ___ in PersonY's ear	 PersonX intends to woo persony	PersonX نجوا می کند ___ در گوش PersonY	 PersonX قصد دارد شخصیتی را جلب کند
600	xIntent	PersonX whispers ___ in PersonY's ear	the matter to be secret	PersonX نجوا می کند ___ در گوش PersonY	موضوع مخفی بودن	PersonX whispers ___ in PersonY's ear. PersonX intends the matter to be secret	PersonX نجوا می کند ___ در گوش PersonY. PersonX قصد دارد موضوع مخفیانه باشد	PersonX whispers ___ in PersonY's ear	 PersonX intends the matter to be secret	PersonX نجوا می کند ___ در گوش PersonY	 PersonX قصد دارد موضوع مخفیانه باشد
601	xIntent	PersonX avoids ___ to the nerve	to not have pain	PersonX از ___ تا اعصاب جلوگیری می کند	درد نداشتن	PersonX avoids ___ to the nerve. PersonX intends to not have pain	PersonX از ___ تا اعصاب جلوگیری می کند. PersonX قصد دارد درد نداشته باشد	PersonX avoids ___ to the nerve	 PersonX intends to not have pain	PersonX از ___ تا اعصاب جلوگیری می کند	 PersonX قصد دارد درد نداشته باشد
602	xIntent	PersonX left PersonY's ___ at home	to have a night without kids	PersonX ___ PersonY را در خانه رها کرد	یک شب بدون بچه داشته باشم	PersonX left PersonY's ___ at home. PersonX intends to have a night without kids	PersonX ___ PersonY را در خانه رها کرد. PersonX قصد دارد شبی را بدون بچه ها سپری کند	PersonX left PersonY's ___ at home	 PersonX intends to have a night without kids	PersonX ___ PersonY را در خانه رها کرد	 PersonX قصد دارد شبی را بدون بچه ها سپری کند
603	xIntent	PersonX left PersonY's ___ at home	none	PersonX ___ PersonY را در خانه رها کرد	هیچ یک	PersonX left PersonY's ___ at home. PersonX intends none	PersonX ___ PersonY را در خانه رها کرد. PersonX قصد هیچ کدام را ندارد	PersonX left PersonY's ___ at home	 PersonX intends none	PersonX ___ PersonY را در خانه رها کرد	 PersonX قصد هیچ کدام را ندارد
604	xIntent	PersonX abandons ___ altogether	put a stop	PersonX ___ را به کلی کنار می گذارد	توقف کنید	PersonX abandons ___ altogether. PersonX intends put a stop	PersonX ___ را به کلی کنار می گذارد. PersonX قصد دارد توقف کند	PersonX abandons ___ altogether	 PersonX intends put a stop	PersonX ___ را به کلی کنار می گذارد	 PersonX قصد دارد توقف کند
605	xIntent	PersonX goes ___ tomorrow	to fish	PersonX فردا ___ می رود	ماهی گرفتن	PersonX goes ___ tomorrow. PersonX intends to fish	PersonX فردا ___ می رود. PersonX قصد ماهیگیری دارد	PersonX goes ___ tomorrow	 PersonX intends to fish	PersonX فردا ___ می رود	 PersonX قصد ماهیگیری دارد
606	xIntent	PersonX goes ___ tomorrow	to rest after a trip	PersonX فردا ___ می رود	برای استراحت بعد از سفر	PersonX goes ___ tomorrow. PersonX intends to rest after a trip	PersonX فردا ___ می رود. PersonX قصد دارد بعد از یک سفر استراحت کند	PersonX goes ___ tomorrow	 PersonX intends to rest after a trip	PersonX فردا ___ می رود	 PersonX قصد دارد بعد از یک سفر استراحت کند
607	xIntent	PersonX proves every ___	to be detail oriented	PersonX هر ___ را ثابت می کند	جزئیات گرا بودن	PersonX proves every ___. PersonX intends to be detail oriented	PersonX هر ___ را اثبات می کند. PersonX قصد دارد جزئیات گرا باشد	PersonX proves every ___	 PersonX intends to be detail oriented	PersonX هر ___ را اثبات می کند	 PersonX قصد دارد جزئیات گرا باشد
608	xIntent	PersonX defeats every ___	to be in power	PersonX هر ___ را شکست می دهد	در قدرت بودن	PersonX defeats every ___. PersonX intends to be in power	PersonX هر ___ را شکست می دهد. PersonX قصد دارد در قدرت باشد	PersonX defeats every ___	 PersonX intends to be in power	PersonX هر ___ را شکست می دهد	 PersonX قصد دارد در قدرت باشد
609	xIntent	PersonX exploits every ___	to cheat	PersonX از هر ___ سو explo استفاده می کند	گول زدن	PersonX exploits every ___. PersonX intends to cheat	PersonX از هر ___ سو explo استفاده می کند. PersonX قصد تقلب دارد	PersonX exploits every ___	 PersonX intends to cheat	PersonX از هر ___ سو explo استفاده می کند	 PersonX قصد تقلب دارد
610	xIntent	PersonX exploits every ___	to know every little detail	PersonX از هر ___ سو explo استفاده می کند	برای دانستن هر جزئیات کمی	PersonX exploits every ___. PersonX intends to know every little detail	PersonX از هر ___ سو explo استفاده می کند. PersonX قصد دارد از جزئیات جزئی آگاه شود	PersonX exploits every ___	 PersonX intends to know every little detail	PersonX از هر ___ سو explo استفاده می کند	 PersonX قصد دارد از جزئیات جزئی آگاه شود
611	xIntent	PersonX leads ___ astray	to be evil	PersonX ___ را به بیراهه می برد	بد بودن	PersonX leads ___ astray. PersonX intends to be evil	PersonX ___ را به بیراهه می برد. PersonX قصد دارد شر باشد	PersonX leads ___ astray	 PersonX intends to be evil	PersonX ___ را به بیراهه می برد	 PersonX قصد دارد شر باشد
612	xIntent	PersonX leads ___ astray	excitement	PersonX ___ را به بیراهه می برد	هیجان	PersonX leads ___ astray. PersonX intends excitement	PersonX ___ را به بیراهه می برد. PersonX قصد هیجان دارد	PersonX leads ___ astray	 PersonX intends excitement	PersonX ___ را به بیراهه می برد	 PersonX قصد هیجان دارد
613	xIntent	PersonX persuades ___ to take	to force them attend the meeting	PersonX ___ را متقاعد می کند که بگیرد	تا آنها را مجبور به شرکت در جلسه کند	PersonX persuades ___ to take. PersonX intends to force them attend the meeting	PersonX ___ را ترغیب می کند که بگیرد. PersonX قصد دارد آنها را مجبور به شرکت در جلسه کند	PersonX persuades ___ to take	 PersonX intends to force them attend the meeting	PersonX ___ را ترغیب می کند که بگیرد	 PersonX قصد دارد آنها را مجبور به شرکت در جلسه کند
614	xIntent	PersonX persuades ___ to take	to give all they can	PersonX ___ را متقاعد می کند که بگیرد	تا بتوانند	PersonX persuades ___ to take. PersonX intends to give all they can	PersonX ___ را ترغیب می کند که بگیرد. PersonX در نظر دارد تمام توان خود را بدهد	PersonX persuades ___ to take	 PersonX intends to give all they can	PersonX ___ را ترغیب می کند که بگیرد	 PersonX در نظر دارد تمام توان خود را بدهد
615	xIntent	PersonX conducts ___ using	to be educated	PersonX با استفاده از ___ انجام می شود	تعلیم یافتن	PersonX conducts ___ using. PersonX intends to be educated	PersonX با استفاده از ___ انجام می شود. PersonX قصد دارد آموزش ببیند	PersonX conducts ___ using	 PersonX intends to be educated	PersonX با استفاده از ___ انجام می شود	 PersonX قصد دارد آموزش ببیند
616	xIntent	PersonX practices every ___	to be well prepared	PersonX هر ___ را تمرین می کند	به خوبی آماده شود	PersonX practices every ___. PersonX intends to be well prepared	PersonX هر ___ را تمرین می کند. PersonX قصد دارد تا آمادگی خوبی داشته باشد	PersonX practices every ___	 PersonX intends to be well prepared	PersonX هر ___ را تمرین می کند	 PersonX قصد دارد تا آمادگی خوبی داشته باشد
617	xIntent	PersonX gets home ___	to be at his home on time	PersonX به خانه می رسد ___	تا به موقع در خانه اش باشد	PersonX gets home ___. PersonX intends to be at his home on time	PersonX به خانه می رسد ___. PersonX قصد دارد به موقع در خانه خود باشد	PersonX gets home ___	 PersonX intends to be at his home on time	PersonX به خانه می رسد ___	 PersonX قصد دارد به موقع در خانه خود باشد
618	xIntent	PersonX gets home ___	to arrive	PersonX به خانه می رسد ___	رسیدن	PersonX gets home ___. PersonX intends to arrive	PersonX به خانه می رسد ___. PersonX قصد ورود دارد	PersonX gets home ___	 PersonX intends to arrive	PersonX به خانه می رسد ___	 PersonX قصد ورود دارد
619	xIntent	PersonX gets home ___	to return	PersonX به خانه می رسد ___	برگشتن	PersonX gets home ___. PersonX intends to return	PersonX به خانه می رسد ___. PersonX قصد بازگشت دارد	PersonX gets home ___	 PersonX intends to return	PersonX به خانه می رسد ___	 PersonX قصد بازگشت دارد
620	xIntent	PersonX gets home ___	to travel	PersonX به خانه می رسد ___	سفر کردن	PersonX gets home ___. PersonX intends to travel	PersonX به خانه می رسد ___. PersonX قصد سفر دارد	PersonX gets home ___	 PersonX intends to travel	PersonX به خانه می رسد ___	 PersonX قصد سفر دارد
621	xIntent	PersonX prevents ___ from leaving	others to finish their work	PersonX از رفتن ___ جلوگیری می کند	دیگران کار خود را به پایان برسانند	PersonX prevents ___ from leaving. PersonX intends others to finish their work	PersonX از رفتن ___ جلوگیری می کند. PersonX قصد دارد دیگران کار خود را تمام کنند	PersonX prevents ___ from leaving	 PersonX intends others to finish their work	PersonX از رفتن ___ جلوگیری می کند	 PersonX قصد دارد دیگران کار خود را تمام کنند
622	xIntent	PersonX prevents ___ from leaving	to be in charge	PersonX از رفتن ___ جلوگیری می کند	مسئول بودن	PersonX prevents ___ from leaving. PersonX intends to be in charge	PersonX از رفتن ___ جلوگیری می کند. PersonX قصد دارد مسئولیت آن را به عهده داشته باشد	PersonX prevents ___ from leaving	 PersonX intends to be in charge	PersonX از رفتن ___ جلوگیری می کند	 PersonX قصد دارد مسئولیت آن را به عهده داشته باشد
623	xIntent	PersonX prevents ___ from leaving	to check them	PersonX از رفتن ___ جلوگیری می کند	برای بررسی آنها	PersonX prevents ___ from leaving. PersonX intends to check them	PersonX از رفتن ___ جلوگیری می کند. PersonX قصد دارد آنها را بررسی کند	PersonX prevents ___ from leaving	 PersonX intends to check them	PersonX از رفتن ___ جلوگیری می کند	 PersonX قصد دارد آنها را بررسی کند
624	xIntent	PersonX leaves the ___ soon	to start a new life	PersonX به زودی ___ را ترک می کند	برای شروع یک زندگی جدید	PersonX leaves the ___ soon. PersonX intends to start a new life	PersonX به زودی ___ را ترک می کند. PersonX قصد دارد زندگی جدیدی را آغاز کند	PersonX leaves the ___ soon	 PersonX intends to start a new life	PersonX به زودی ___ را ترک می کند	 PersonX قصد دارد زندگی جدیدی را آغاز کند
625	xIntent	PersonX leaves the ___ soon	to start fresh	PersonX به زودی ___ را ترک می کند	تازه شروع کنید	PersonX leaves the ___ soon. PersonX intends to start fresh	PersonX به زودی ___ را ترک می کند. PersonX قصد دارد تازه کار را آغاز کند	PersonX leaves the ___ soon	 PersonX intends to start fresh	PersonX به زودی ___ را ترک می کند	 PersonX قصد دارد تازه کار را آغاز کند
626	xIntent	PersonX leaves the ___ soon	to begin a new chapter	PersonX به زودی ___ را ترک می کند	برای شروع یک فصل جدید	PersonX leaves the ___ soon. PersonX intends to begin a new chapter	PersonX به زودی ___ را ترک می کند. PersonX قصد دارد فصل جدیدی را آغاز کند	PersonX leaves the ___ soon	 PersonX intends to begin a new chapter	PersonX به زودی ___ را ترک می کند	 PersonX قصد دارد فصل جدیدی را آغاز کند
627	xIntent	PersonX throws ___ on the subject	none	PersonX ___ را روی موضوع پرتاب می کند	هیچ یک	PersonX throws ___ on the subject. PersonX intends none	PersonX ___ را روی موضوع پرتاب می کند. PersonX قصد هیچ کدام را ندارد	PersonX throws ___ on the subject	 PersonX intends none	PersonX ___ را روی موضوع پرتاب می کند	 PersonX قصد هیچ کدام را ندارد
628	xIntent	PersonX uses ___ to protect	to shield himself from harm.	PersonX از ___ برای محافظت استفاده می کند	خود را از آسیب محافظت کند.	PersonX uses ___ to protect. PersonX intends to shield himself from harm.	PersonX از ___ برای محافظت استفاده می کند. PersonX قصد دارد خود را از آسیب محافظت کند.	PersonX uses ___ to protect	 PersonX intends to shield himself from harm	PersonX از ___ برای محافظت استفاده می کند	 PersonX قصد دارد خود را از آسیب محافظت کند
629	xIntent	PersonX pulls PersonY's ___ away	help	PersonX ___ PersonY را دور می کند	کمک	PersonX pulls PersonY's ___ away. PersonX intends help	PersonX PersonY را ___ دور می کند. PersonX قصد کمک دارد	PersonX pulls PersonY's ___ away	 PersonX intends help	PersonX PersonY را ___ دور می کند	 PersonX قصد کمک دارد
630	xIntent	PersonX pulls PersonY's ___ away	to be left alone	PersonX ___ PersonY را دور می کند	تنها ماندن	PersonX pulls PersonY's ___ away. PersonX intends to be left alone	PersonX PersonY را ___ دور می کند. PersonX قصد دارد تنها بماند	PersonX pulls PersonY's ___ away	 PersonX intends to be left alone	PersonX PersonY را ___ دور می کند	 PersonX قصد دارد تنها بماند
631	xIntent	PersonX pulls PersonY's ___ away	to not be bothered	PersonX ___ PersonY را دور می کند	اذیت نشوند	PersonX pulls PersonY's ___ away. PersonX intends to not be bothered	PersonX PersonY را ___ دور می کند. PersonX قصد دارد که مزاحمتی برای شما ایجاد نشود	PersonX pulls PersonY's ___ away	 PersonX intends to not be bothered	PersonX PersonY را ___ دور می کند	 PersonX قصد دارد که مزاحمتی برای شما ایجاد نشود
632	xIntent	PersonX pulls PersonY's ___ away	to safeguard his friend from an accident	PersonX ___ PersonY را دور می کند	تا از دوست خود در برابر تصادف محافظت کند	PersonX pulls PersonY's ___ away. PersonX intends to safeguard his friend from an accident	PersonX PersonY را ___ دور می کند. PersonX قصد دارد تا از دوست خود در برابر تصادف محافظت کند	PersonX pulls PersonY's ___ away	 PersonX intends to safeguard his friend from an accident	PersonX PersonY را ___ دور می کند	 PersonX قصد دارد تا از دوست خود در برابر تصادف محافظت کند
633	xIntent	PersonX ties the ___ together	to discover something.	PersonX ___ را بهم متصل می کند	کشف چیزی	PersonX ties the ___ together. PersonX intends to discover something.	PersonX ___ را بهم متصل می کند. PersonX قصد دارد چیزی را کشف کند.	PersonX ties the ___ together	 PersonX intends to discover something	PersonX ___ را بهم متصل می کند	 PersonX قصد دارد چیزی را کشف کند
634	xIntent	PersonX plays PersonY ___ in the life	to help someone	PersonX نقش PersonY ___ را در زندگی بازی می کند	برای کمک به کسی	PersonX plays PersonY ___ in the life. PersonX intends to help someone	PersonX نقش PersonY ___ را در زندگی بازی می کند. PersonX قصد دارد به کسی کمک کند	PersonX plays PersonY ___ in the life	 PersonX intends to help someone	PersonX نقش PersonY ___ را در زندگی بازی می کند	 PersonX قصد دارد به کسی کمک کند
635	xIntent	PersonX indicates briefly the ___	yes	PersonX به طور خلاصه ___ را نشان می دهد	آره	PersonX indicates briefly the ___. PersonX intends yes	PersonX به طور خلاصه ___ را نشان می دهد. PersonX قصد دارد بله	PersonX indicates briefly the ___	 PersonX intends yes	PersonX به طور خلاصه ___ را نشان می دهد	 PersonX قصد دارد بله
636	xIntent	PersonX indicates briefly the ___	explain the situation.	PersonX به طور خلاصه ___ را نشان می دهد	شرایط را توضیح دهید.	PersonX indicates briefly the ___. PersonX intends explain the situation.	PersonX به طور خلاصه ___ را نشان می دهد. PersonX قصد دارد وضعیت را توضیح دهد.	PersonX indicates briefly the ___	 PersonX intends explain the situation	PersonX به طور خلاصه ___ را نشان می دهد	 PersonX قصد دارد وضعیت را توضیح دهد
637	xIntent	PersonX attends every ___	to have some fun	PersonX در هر ___ شرکت می کند	کمی لذت ببرم	PersonX attends every ___. PersonX intends to have some fun	PersonX هر ___ شرکت می کند. PersonX قصد دارد کمی سرگرم شود	PersonX attends every ___	 PersonX intends to have some fun	PersonX هر ___ شرکت می کند	 PersonX قصد دارد کمی سرگرم شود
638	xIntent	PersonX attends every ___	to stay informed	PersonX در هر ___ شرکت می کند	مطلع بودن	PersonX attends every ___. PersonX intends to stay informed	PersonX هر ___ شرکت می کند. PersonX قصد دارد از این موضوع مطلع باشد	PersonX attends every ___	 PersonX intends to stay informed	PersonX هر ___ شرکت می کند	 PersonX قصد دارد از این موضوع مطلع باشد
639	xIntent	PersonX spends ___ with PersonY's children	want to get to know their family	PersonX ___ را با کودکان PersonY خرج می کند	می خواهند خانواده خود را بشناسند	PersonX spends ___ with PersonY's children. PersonX intends want to get to know their family	PersonX ___ را با کودکان PersonY خرج می کند. PersonX قصد دارد خانواده خود را بشناسد	PersonX spends ___ with PersonY's children	 PersonX intends want to get to know their family	PersonX ___ را با کودکان PersonY خرج می کند	 PersonX قصد دارد خانواده خود را بشناسد
640	xIntent	PersonX spends ___ with PersonY's children	to connect	PersonX ___ را با کودکان PersonY خرج می کند	برای اتصال	PersonX spends ___ with PersonY's children. PersonX intends to connect	PersonX ___ را با کودکان PersonY خرج می کند. PersonX قصد دارد وصل شود	PersonX spends ___ with PersonY's children	 PersonX intends to connect	PersonX ___ را با کودکان PersonY خرج می کند	 PersonX قصد دارد وصل شود
641	xIntent	PersonX fills another ___	to write	PersonX ___ دیگری را پر می کند	نوشتن	PersonX fills another ___. PersonX intends to write	PersonX ___ دیگری را پر می کند. PersonX قصد دارد بنویسد	PersonX fills another ___	 PersonX intends to write	PersonX ___ دیگری را پر می کند	 PersonX قصد دارد بنویسد
642	xIntent	PersonX pays ___ to anything	to show he is aware	PersonX به هر چیزی ___ پرداخت می کند	تا نشان دهد او آگاه است	PersonX pays ___ to anything. PersonX intends to show he is aware	PersonX به هر چیزی ___ پرداخت می کند. PersonX قصد دارد نشان دهد که آگاه است	PersonX pays ___ to anything	 PersonX intends to show he is aware	PersonX به هر چیزی ___ پرداخت می کند	 PersonX قصد دارد نشان دهد که آگاه است
643	xIntent	PersonX presents the ___ in a form	nature	PersonX ___ را در فرم ارائه می دهد	طبیعت	PersonX presents the ___ in a form. PersonX intends nature	PersonX ___ را در فرم ارائه می دهد. PersonX قصد طبیعت دارد	PersonX presents the ___ in a form	 PersonX intends nature	PersonX ___ را در فرم ارائه می دهد	 PersonX قصد طبیعت دارد
644	xIntent	PersonX returns another ___	explore the world because they like trip	PersonX ___ دیگری را برمی گرداند	جهان را کاوش کنید زیرا آنها سفر را دوست دارند	PersonX returns another ___. PersonX intends explore the world because they like trip	PersonX ___ دیگری را برمی گرداند. PersonX قصد دارد جهان را کشف کند زیرا سفر را دوست دارد	PersonX returns another ___	 PersonX intends explore the world because they like trip	PersonX ___ دیگری را برمی گرداند	 PersonX قصد دارد جهان را کشف کند زیرا سفر را دوست دارد
645	xIntent	PersonX returns another ___	to be involved	PersonX ___ دیگری را برمی گرداند	درگیر شدن	PersonX returns another ___. PersonX intends to be involved	PersonX ___ دیگری را برمی گرداند. PersonX قصد دارد درگیر شود	PersonX returns another ___	 PersonX intends to be involved	PersonX ___ دیگری را برمی گرداند	 PersonX قصد دارد درگیر شود
