tid	exp	model	lang	method	wrap	frozen	epochs	date	all_preds	bert_score	bleu_score	input_text	langs	pred_text1	prefix	prompt	qid	rouge_score	target_text	top	top_pred	enfat5-large_pred_text1_bart_score	enfat5-large_target_text_bart_score
285	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets excited <br /> to go home <br /> PersonX gets excited	0.42	0.0	PersonX asks to go home ## ## ## ## ## ##	en2en	gets excited	xNeed	PersonX asks to go home  <xNeed_0>  <xNeed_1>  <xNeed_2>  <xNeed_3>  <xNeed_4>  <extra_id_0>	285	0.0	to be ill	to be ill	to go home	-6.27798	-5.31002
285	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to go home <br /> gets to go home <br /> to get home	0.42	0.0724974999068182	## PersonX asks to go home ##	en2en	to go home	xNeed	<xNeed>  PersonX asks to go home <extra_id_0>	285	0.3333333283333334	to be ill	to be ill	to go home	-3.87166	-5.31002
286	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	happy <br /> to go home. <br /> to go home	0.82	0.0	PersonX asks to go home ## ## ## ## ## ##	en2en	happy	xReact	PersonX asks to go home  <xReact_0>  <xReact_1>  <xReact_2>  <xReact_3>  <xReact_4>  <extra_id_0>	286	0.0	satisfied	satisfied	happy	-5.76877	-4.88432
286	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets excited <br /> to go home <br /> PersonX gets excited	0.48	0.0	PersonX asks to go home ## ## ## ## ## ##	en2en	gets excited	xReact	PersonX asks to go home  <xReact_0>  <xReact_1>  <xReact_2>  <xReact_3>  <xReact_4>  <extra_id_0>	286	0.0	satisfied	satisfied	gets excited	-5.57484	-4.88432
286	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to go home <br /> gets to go home <br /> to get home	0.3	0.0	## PersonX asks to go home ##	en2en	to go home	xReact	<xReact>  PersonX asks to go home <extra_id_0>	286	0.0	satisfied	satisfied	to go home	-4.30708	-4.88432
287	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to go home <br /> to go home. <br /> gets to go home	0.44	0.0724974999068182	PersonX asks to go home ## ## ## ## ## ##	en2en	to go home	xWant	PersonX asks to go home  <xWant_0>  <xWant_1>  <xWant_2>  <xWant_3>  <xWant_4>  <extra_id_0>	287	0.3333333283333334	to take rest	to take rest	to go home	-3.9601699999999997	-6.90905
287	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets excited <br /> to go home <br /> PersonX gets excited	0.44	0.0	PersonX asks to go home ## ## ## ## ## ##	en2en	gets excited	xWant	PersonX asks to go home  <xWant_0>  <xWant_1>  <xWant_2>  <xWant_3>  <xWant_4>  <extra_id_0>	287	0.0	to take rest	to take rest	to go home	-7.72006	-6.90905
287	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to go home <br /> gets to go home <br /> to get home	0.44	0.0724974999068182	## PersonX asks to go home ##	en2en	to go home	xWant	<xWant>  PersonX asks to go home <extra_id_0>	287	0.3333333283333334	to take rest	to take rest	to go home	-3.9601699999999997	-6.90905
288	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	gets to play the game. <br /> gets to play something they are doing. <br /> gets to play something they want.	0.43	0.0250530827696685	PersonX asks to play ## ## ## ## ## ## ## ## ##	en2en	gets to play the game	oEffect	PersonX asks to play  <oEffect_0>  <oEffect_1>  <oEffect_2>  <oEffect_3>  <oEffect_4>  <oEffect_5>  <oEffect_6>  <oEffect_7>  <extra_id_0>	288	0.1538461491124262	thinks if they need to do anything else	thinks if they need to do anything else	gets to play something they want.	-5.63627	-5.21539
288	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets excited <br /> gets nervous <br /> PersonX gets excited	0.15	0.0	PersonX asks to play ## ## ## ## ## ## ## ## ##	en2en	gets excited	oEffect	PersonX asks to play  <oEffect_0>  <oEffect_1>  <oEffect_2>  <oEffect_3>  <oEffect_4>  <oEffect_5>  <oEffect_6>  <oEffect_7>  <extra_id_0>	288	0.0	thinks if they need to do anything else	thinks if they need to do anything else	gets excited	-7.09842	-5.21539
288	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to play the game <br /> to ask for the game	0.21	0.0136930089991163	## PersonX asks to play ##	en2en	to be helpful	oEffect	<oEffect>  PersonX asks to play <extra_id_0>	288	0.1818181778512397	thinks if they need to do anything else	thinks if they need to do anything else	to play the game	-7.178610000000001	-5.21539
289	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	happy <br /> gets to play. <br /> gets to play	0.9	0.0	PersonX asks to play ## ## ## ## ## ##	en2en	happy	oReact	PersonX asks to play  <oReact_0>  <oReact_1>  <oReact_2>  <oReact_3>  <oReact_4>  <extra_id_0>	289	0.0	glad	glad	happy	-8.05049	-8.64864
289	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets excited <br /> gets thanked <br /> gets excited.	0.66	0.0	PersonX asks to play ## ## ## ## ## ##	en2en	gets excited	oReact	PersonX asks to play  <oReact_0>  <oReact_1>  <oReact_2>  <oReact_3>  <oReact_4>  <extra_id_0>	289	0.0	glad	glad	gets thanked	-7.143210000000001	-8.64864
289	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to play the game <br /> to be helpful <br /> asks to play	0.43	0.0	## PersonX asks to play ##	en2en	to play the game	oReact	<oReact>  PersonX asks to play <extra_id_0>	289	0.0	glad	glad	to be helpful	-6.57447	-8.64864
29	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to accepts happyly <br /> to be happy <br /> to be helpful	0.44	0.0	PersonX accepts happily ## ## ## ## ## ##	en2en	to accepts happyly	oWant	PersonX accepts happily  <oWant_0>  <oWant_1>  <oWant_2>  <oWant_3>  <oWant_4>  <extra_id_0>	29	0.0	work together	work together	to be helpful	-6.62552	-9.27807
29	custom	enfat5-large	mix-mix	unsup-gen	unwrapped-lstm	unfreezed	tr:1-ep:1-(0-45001)-361	2021-12-10-09:27	برای تشکر از ایکس <br /> تا با شخص ایکس صحبت کند. <br /> تا از شخص ایکس بپرسد آیا خوشحال است یا نه.	0.34	0.0	## شخص ایکس با خوشحالی قبول می کند ## ##	fa2fa	برای تشکر از ایکس	oWant	<oWant>  شخص ایکس با خوشحالی قبول می کند <gen_fa>  <extra_id_0>	29	0.0	با هم کار کنیم	با هم کار کنیم	تا با شخص ایکس صحبت کند.	-3.20303	-3.26118
29	custom	enfat5-large	mix-mix	unsup-wrap-lang	wrapped-lstm	freezed	tr:1-ep:1-(0-45001)-361	2021-12-10-14:21	تا به شخص ایکس خوش آمد بگوید. <br /> تا به شخص ایکس خوشامد بگوید. <br /> تا با شخص ایکس خوشحال باشم.	0.32	0.0	## ## ## ## ## شخص ایکس با خوشحالی قبول می کند ## ## ## ## ## ##	fa2fa	تا به شخص ایکس خوش آمد بگوید	oWant	<oWant_0>  <oWant_1>  <oWant_2>  <oWant_3>  <oWant_4>  شخص ایکس با خوشحالی قبول می کند <oWant_fa_0>  <oWant_fa_1>  <oWant_fa_2>  <oWant_fa_3>  <oWant_fa_4>  <extra_id_0>	29	0.0	با هم کار کنیم	با هم کار کنیم	تا به شخص ایکس خوش آمد بگوید.	-2.8591	-3.26118
29	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> is grateful towards PersonX <br /> gets excited	0.27	0.0	PersonX accepts happily ## ## ## ## ## ##	en2en	gets thanked	oWant	PersonX accepts happily  <oWant_0>  <oWant_1>  <oWant_2>  <oWant_3>  <oWant_4>  <extra_id_0>	29	0.0	work together	work together	gets excited	-9.00506	-9.27807
29	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	gets excited <br /> to be helpful <br /> to be happy	0.44	0.0	## PersonX accepts happily ##	en2en	gets excited	oWant	<oWant>  PersonX accepts happily <extra_id_0>	29	0.0	work together	work together	to be helpful	-8.75109	-9.27807
290	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to ask PersonX to play <br /> to play the game <br /> gets to play	0.41	0.0	PersonX asks to play ## ## ## ## ## ##	en2en	to ask PersonX to play	oWant	PersonX asks to play  <oWant_0>  <oWant_1>  <oWant_2>  <oWant_3>  <oWant_4>  <extra_id_0>	290	0.0	assign teams	assign teams	to play the game	-7.96162	-10.98438
290	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets excited <br /> gets thanked <br /> gets excited.	0.12	0.0	PersonX asks to play ## ## ## ## ## ##	en2en	gets excited	oWant	PersonX asks to play  <oWant_0>  <oWant_1>  <oWant_2>  <oWant_3>  <oWant_4>  <extra_id_0>	290	0.0	assign teams	assign teams	gets thanked	-9.71532	-10.98438
290	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to play the game <br /> to be helpful <br /> to ask for the game	0.46	0.0	## PersonX asks to play ##	en2en	to play the game	oWant	<oWant>  PersonX asks to play <extra_id_0>	290	0.0	assign teams	assign teams	to ask for the game	-6.9321399999999995	-10.98438
291	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to play the game <br /> gets to do something. <br /> gets to play the game	0.5	0.0	PersonX asks to play ## ## ## ## ##	en2en	to play the game	xAttr	PersonX asks to play  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	291	0.0	curious	curious	gets to do something.	-4.71849	-5.98055
291	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets excited <br /> gets thanked <br /> gets excited.	0.45	0.0	PersonX asks to play ## ## ## ## ##	en2en	gets excited	xAttr	PersonX asks to play  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	291	0.0	curious	curious	gets excited	-6.4554800000000006	-5.98055
291	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	asks to play <br /> to play the game <br /> asks to play the	0.3	0.0	## PersonX asks to play ##	en2en	asks to play	xAttr	<xAttr>  PersonX asks to play <extra_id_0>	291	0.0	curious	curious	asks to play	-4.61295	-5.98055
292	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	gets to play. <br /> gets to do something. <br /> gets to play something.	0.44	0.0266703397520469	PersonX asks to play ## ## ## ## ## ## ## ## ##	en2en	gets to play	xEffect	PersonX asks to play  <xEffect_0>  <xEffect_1>  <xEffect_2>  <xEffect_3>  <xEffect_4>  <xEffect_5>  <xEffect_6>  <xEffect_7>  <extra_id_0>	292	0.2222222177777778	thinks of fun things to do	thinks of fun things to do	gets to do something.	-4.4488	-5.84535
292	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets excited <br /> gets to know PersonX <br /> PersonX gets excited	0.45	0.0	PersonX asks to play ## ## ## ## ## ## ## ## ##	en2en	gets excited	xEffect	PersonX asks to play  <xEffect_0>  <xEffect_1>  <xEffect_2>  <xEffect_3>  <xEffect_4>  <xEffect_5>  <xEffect_6>  <xEffect_7>  <extra_id_0>	292	0.0	thinks of fun things to do	thinks of fun things to do	gets excited	-6.26144	-5.84535
292	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to play the game <br /> to be helpful <br /> to ask for the game	0.38	0.0370185193802075	## PersonX asks to play ##	en2en	to play the game	xEffect	<xEffect>  PersonX asks to play <extra_id_0>	292	0.1999999952000001	thinks of fun things to do	thinks of fun things to do	to play the game	-5.48829	-5.84535
293	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	grateful <br /> gets to play <br /> to be in love with PersonX	0.3	0.0	PersonX asks to play ## ## ## ## ## ##	en2en	grateful	xIntent	PersonX asks to play  <xIntent_0>  <xIntent_1>  <xIntent_2>  <xIntent_3>  <xIntent_4>  <extra_id_0>	293	0.0	to relax  his mind	to relax  his mind	to be in love with PersonX	-7.61945	-6.82332
293	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets excited <br /> gets nervous <br /> PersonX gets excited	0.38	0.0	PersonX asks to play ## ## ## ## ## ##	en2en	gets excited	xIntent	PersonX asks to play  <xIntent_0>  <xIntent_1>  <xIntent_2>  <xIntent_3>  <xIntent_4>  <extra_id_0>	293	0.0	to relax  his mind	to relax  his mind	gets nervous	-7.12792	-6.82332
293	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	asks to play <br /> asks to play the <br /> gets to play	0.29	0.0519467286215556	## PersonX asks to play ##	en2en	asks to play	xIntent	<xIntent>  PersonX asks to play <extra_id_0>	293	0.2857142808163266	to relax  his mind	to relax  his mind	asks to play	-5.54936	-6.82332
294	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	gets to play <br /> to play the game <br /> gets to do something.	0.42	0.0	PersonX asks to play ## ## ## ## ## ##	en2en	gets to play	xNeed	PersonX asks to play  <xNeed_0>  <xNeed_1>  <xNeed_2>  <xNeed_3>  <xNeed_4>  <extra_id_0>	294	0.0	walk outside	walk outside	gets to do something.	-5.07177	-6.20775
294	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets excited <br /> gets nervous <br /> PersonX gets excited	0.29	0.0	PersonX asks to play ## ## ## ## ## ##	en2en	gets excited	xNeed	PersonX asks to play  <xNeed_0>  <xNeed_1>  <xNeed_2>  <xNeed_3>  <xNeed_4>  <extra_id_0>	294	0.0	walk outside	walk outside	gets excited	-6.08689	-6.20775
294	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	asks to play <br /> asks to play the <br /> to ask for the game	0.24	0.0	## PersonX asks to play ##	en2en	asks to play	xNeed	<xNeed>  PersonX asks to play <extra_id_0>	294	0.0	walk outside	walk outside	asks to play	-4.8055	-6.20775
295	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	happy <br /> gets to play something. <br /> gets	1.0	0.0	PersonX asks to play ## ## ## ## ## ##	en2en	happy	xReact	PersonX asks to play  <xReact_0>  <xReact_1>  <xReact_2>  <xReact_3>  <xReact_4>  <extra_id_0>	295	0.999999995	happy	happy	happy	-6.03809	-6.03809
295	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets excited <br /> gets nervous <br /> gets excited.	0.67	0.0	PersonX asks to play ## ## ## ## ## ##	en2en	gets excited	xReact	PersonX asks to play  <xReact_0>  <xReact_1>  <xReact_2>  <xReact_3>  <xReact_4>  <extra_id_0>	295	0.0	happy	happy	gets excited	-5.56583	-6.03809
295	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to play the game <br /> to be helpful <br /> asks to play	0.35	0.0	## PersonX asks to play ##	en2en	to play the game	xReact	<xReact>  PersonX asks to play <extra_id_0>	295	0.0	happy	happy	to be helpful	-4.85799	-6.03809
296	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	grateful <br /> to ask PersonX to play <br /> gets to play	0.62	0.0	PersonX asks to play ## ## ## ## ## ##	en2en	grateful	xWant	PersonX asks to play  <xWant_0>  <xWant_1>  <xWant_2>  <xWant_3>  <xWant_4>  <extra_id_0>	296	0.0	join game	join game	gets to play	-7.435169999999999	-7.04191
296	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets excited <br /> gets thanked <br /> gets excited.	0.26	0.0	PersonX asks to play ## ## ## ## ## ##	en2en	gets excited	xWant	PersonX asks to play  <xWant_0>  <xWant_1>  <xWant_2>  <xWant_3>  <xWant_4>  <extra_id_0>	296	0.0	join game	join game	gets excited	-7.379560000000001	-7.04191
296	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to play the game <br /> to be helpful <br /> to ask for the game	0.69	0.0610332203119731	## PersonX asks to play ##	en2en	to play the game	xWant	<xWant>  PersonX asks to play <extra_id_0>	296	0.3333333288888889	join game	join game	to play the game	-5.0087	-7.04191
297	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to go home <br /> gets they didn't do something. <br /> gets in the mirror	0.2	0.0	PersonX attends PersonY school ## ## ## ## ## ## ## ## ##	en2en	to go home	oEffect	PersonX attends PersonY school  <oEffect_0>  <oEffect_1>  <oEffect_2>  <oEffect_3>  <oEffect_4>  <oEffect_5>  <oEffect_6>  <oEffect_7>  <extra_id_0>	297	0.0	Person Y is happy	Person Y is happy	to go home	-5.99443	-6.56837
297	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> learns about PersonY's school <br /> learns about PersonY's school.	0.43	0.0	PersonX attends PersonY school ## ## ## ## ## ## ## ## ##	en2en	gets thanked	oEffect	PersonX attends PersonY school  <oEffect_0>  <oEffect_1>  <oEffect_2>  <oEffect_3>  <oEffect_4>  <oEffect_5>  <oEffect_6>  <oEffect_7>  <extra_id_0>	297	0.0	Person Y is happy	Person Y is happy	gets thanked	-6.5203	-6.56837
297	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> PersonY is in school <br /> PersonY is at school	0.32	0.0	## PersonX attends PersonY school ##	en2en	to be helpful	oEffect	<oEffect>  PersonX attends PersonY school <extra_id_0>	297	0.0	Person Y is happy	Person Y is happy	PersonY is in school	-5.8317	-6.56837
298	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	happy <br /> to be helpful <br /> to be helpful.	0.51	0.0	PersonX attends PersonY school ## ## ## ## ## ##	en2en	happy	oReact	PersonX attends PersonY school  <oReact_0>  <oReact_1>  <oReact_2>  <oReact_3>  <oReact_4>  <extra_id_0>	298	0.0	prepared	prepared	to be helpful	-6.96201	-6.70331
298	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> learns about PersonY's school <br /> learns something new	0.31	0.0	PersonX attends PersonY school ## ## ## ## ## ##	en2en	gets thanked	oReact	PersonX attends PersonY school  <oReact_0>  <oReact_1>  <oReact_2>  <oReact_3>  <oReact_4>  <extra_id_0>	298	0.0	prepared	prepared	learns something new	-6.99395	-6.70331
298	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> PersonY's attend the school <br /> PersonY is at school	0.51	0.0	## PersonX attends PersonY school ##	en2en	to be helpful	oReact	<oReact>  PersonX attends PersonY school <extra_id_0>	298	0.0	prepared	prepared	to be helpful	-6.26837	-6.70331
299	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to help persony <br /> to help PersonY <br /> to be helpful	0.36	0.0266703397520469	PersonX attends PersonY school ## ## ## ## ## ##	en2en	to help persony	oWant	PersonX attends PersonY school  <oWant_0>  <oWant_1>  <oWant_2>  <oWant_3>  <oWant_4>  <extra_id_0>	299	0.2222222177777778	to make PersonX carry their bag	to make PersonX carry their bag	to help PersonY	-6.8834	-6.34278
299	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> learns something new <br /> learns about the school	0.06	0.0	PersonX attends PersonY school ## ## ## ## ## ##	en2en	gets thanked	oWant	PersonX attends PersonY school  <oWant_0>  <oWant_1>  <oWant_2>  <oWant_3>  <oWant_4>  <extra_id_0>	299	0.0	to make PersonX carry their bag	to make PersonX carry their bag	learns something new	-8.40742	-6.34278
299	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> PersonY's attend the school <br /> PersonY is at school	0.31	0.0266703397520469	## PersonX attends PersonY school ##	en2en	to be helpful	oWant	<oWant>  PersonX attends PersonY school <extra_id_0>	299	0.2222222177777778	to make PersonX carry their bag	to make PersonX carry their bag	PersonY is at school	-6.862610000000001	-6.34278
3	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	happy <br />helpful <br /> to make sure they are helpful	0.57	0.0	PersonX accepts PersonY invitation ## ## ## ## ##	en2en	happy	xAttr	PersonX accepts PersonY invitation  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	3	0.0	polite	polite	happy	-7.48204	-8.12104
3	custom	enfat5-large	mix-mix	unsup-gen	unwrapped-lstm	unfreezed	tr:1-ep:1-(0-45001)-361	2021-12-10-09:27	علاقه مند شدن به <br />کمک کننده <br />دوستانه	0.69	0.0	## شخص ایکس دعوت شخص دیگری را می پذیرد ## ##	fa2fa	علاقه مند شدن به	xAttr	<xAttr>  شخص ایکس دعوت شخص دیگری را می پذیرد <gen_fa>  <extra_id_0>	3	0.0	مودب	مودب	کمک کننده	-5.6649	-7.42751
3	custom	enfat5-large	mix-mix	unsup-wrap-lang	wrapped-lstm	freezed	tr:1-ep:1-(0-45001)-361	2021-12-10-14:21	علاقه مند شدن به دیگران <br />کمک کننده <br />دوستانه	0.69	0.0	## ## ## ## شخص ایکس دعوت شخص دیگری را می پذیرد ## ## ## ## ##	fa2fa	علاقه مند شدن به دیگران	xAttr	<xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  شخص ایکس دعوت شخص دیگری را می پذیرد <xAttr_fa_0>  <xAttr_fa_1>  <xAttr_fa_2>  <xAttr_fa_3>  <extra_id_0>	3	0.0	مودب	مودب	کمک کننده	-5.04159	-7.42751
3	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> is thanked	0.6	0.0	PersonX accepts PersonY invitation ## ## ## ## ##	en2en	gets thanked	xAttr	PersonX accepts PersonY invitation  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	3	0.0	polite	polite	is thanked	-7.57931	-8.12104
3	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to accept PersonY's invite. <br /> to accept PersonY's invite <br /> gets arrested	0.47	0.0	## PersonX accepts PersonY invitation ##	en2en	to accept PersonY's invite	xAttr	<xAttr>  PersonX accepts PersonY invitation <extra_id_0>	3	0.0	polite	polite	to accept PersonY's invite.	-4.1029599999999995	-8.12104
30	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	helpful <br /> gets excited <br /> to be happy	0.51	0.0	PersonX accepts happily ## ## ## ## ##	en2en	helpful	xAttr	PersonX accepts happily  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	30	0.0	humble	humble	to be happy	-5.803719999999999	-5.37678
30	custom	enfat5-large	mix-mix	unsup-gen	unwrapped-lstm	unfreezed	tr:1-ep:1-(0-45001)-361	2021-12-10-09:27	علاقه مند شدن به <br />خوشحال <br />کمک کننده	0.55	0.0	## شخص ایکس با خوشحالی قبول می کند ## ##	fa2fa	علاقه مند شدن به	xAttr	<xAttr>  شخص ایکس با خوشحالی قبول می کند <gen_fa>  <extra_id_0>	30	0.0	متواضع	متواضع	خوشحال	-5.09464	-6.82753
30	custom	enfat5-large	mix-mix	unsup-wrap-lang	wrapped-lstm	freezed	tr:1-ep:1-(0-45001)-361	2021-12-10-14:21	خوشحال <br />قابل پذیرش <br />علاقه مند شدن به	0.64	0.0	## ## ## ## شخص ایکس با خوشحالی قبول می کند ## ## ## ## ##	fa2fa	خوشحال	xAttr	<xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  شخص ایکس با خوشحالی قبول می کند <xAttr_fa_0>  <xAttr_fa_1>  <xAttr_fa_2>  <xAttr_fa_3>  <extra_id_0>	30	0.0	متواضع	متواضع	قابل پذیرش	-6.33608	-6.82753
30	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> is grateful towards PersonX	0.42	0.0	PersonX accepts happily ## ## ## ## ##	en2en	gets thanked	xAttr	PersonX accepts happily  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	30	0.0	humble	humble	is grateful towards PersonX	-6.0602	-5.37678
30	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	happy <br /> gets excited <br /> to be helpful	0.51	0.0	## PersonX accepts happily ##	en2en	happy	xAttr	<xAttr>  PersonX accepts happily <extra_id_0>	30	0.0	humble	humble	happy	-4.64594	-5.37678
