target_text_fa	target_text	prefix	input_text
برای اینکه شخصی را در شرایط بهتری قرار دهیم	to get PersonY into a better situation	xWant	PersonX keeps PersonY's head
آسوده خاطر	relieved	oReact	PersonX keeps PersonY's mouth shut
اعتماد کننده	trusting	xAttr	PersonX keeps PersonY's mouth shut
شخصی که ساکت باشد	person to be quiet	xIntent	PersonX keeps PersonY's mouth shut
برای پرسیدن یک سوال	to be asked a question	xNeed	PersonX keeps PersonY's mouth shut
آزرده خاطر	irritated	xReact	PersonX keeps PersonY's mouth shut
برای رفتن	to go away	xWant	PersonX keeps PersonY's mouth shut
قابل اعتماد	trusted	oReact	PersonX keeps PersonY's promise
مسئولیت پذیر	responsible	xAttr	PersonX keeps PersonY's promise
برای ماندن به عنوان یک دوست خوب	to stay as a good friend	xIntent	PersonX keeps PersonY's promise
برای تعهدی که می بایست انجام شود	for a promise to be made	xNeed	PersonX keeps PersonY's promise
مغرور	proud	xReact	PersonX keeps PersonY's promise
برای کمک به شخصی	to help PersonY	xWant	PersonX keeps PersonY's promise
اعتماد کننده	trusting	oReact	PersonX keeps PersonY's word
قابل اعتماد	trust worthy	xAttr	PersonX keeps PersonY's word
تا قابل اطمینان باشد	to be reliable	xIntent	PersonX keeps PersonY's word
قصد خوبی داشته باشم	to have good intentions	xNeed	PersonX keeps PersonY's word
قابل اعتماد	trustworthy	xReact	PersonX keeps PersonY's word
تا به مردم بگوید که او قولشان را انجام داده است.	to tell person y he made good on their word for them	xWant	PersonX keeps PersonY's word
امن و امان	safe	oReact	PersonX keeps ___ away from PersonY
ترسان	scared	xAttr	PersonX keeps ___ away from PersonY
برای محافظت از شخص	to protect the person	xIntent	PersonX keeps ___ away from PersonY
برای اینکه شخصی را دیوانه کرده باشم	to have made PersonY mad	xNeed	PersonX keeps ___ away from PersonY
آسوده خاطر	relieved	xReact	PersonX keeps ___ away from PersonY
از شخصی محافظت کنید.	Protect PersonY	xWant	PersonX keeps ___ away from PersonY
دوست داشتم	loved	oReact	PersonX keeps ___ in PersonY's prayers
دلسوز	Compassionate	xAttr	PersonX keeps ___ in PersonY's prayers
برای اینکه مواظب باشم	to be caring	xIntent	PersonX keeps ___ in PersonY's prayers
تا در کنار تختش زانو بزند	to kneel by his bed	xNeed	PersonX keeps ___ in PersonY's prayers
نگران بودم.	worried	xReact	PersonX keeps ___ in PersonY's prayers
برای کشیش شدن	to become priest	xWant	PersonX keeps ___ in PersonY's prayers
بدون تزویر	indifferent	oReact	PersonX keeps ___ in PersonY's room
دزدکی	sneaky	xAttr	PersonX keeps ___ in PersonY's room
برای پنهان کردن کمربندش	to hide his stash	xIntent	PersonX keeps ___ in PersonY's room
اجازه ذخیره کردن را بگیرید	get permission to store	xNeed	PersonX keeps ___ in PersonY's room
بدخواهانه،	mischevious	xReact	PersonX keeps ___ in PersonY's room
از اینجا بروید	leave	xWant	PersonX keeps ___ in PersonY's room
ناراحت کننده	uneasy	oReact	PersonX keeps an eye on PersonY
مشکوک	suspicious	xAttr	PersonX keeps an eye on PersonY
برای اینکه مراقب باشیم	to be observant	xIntent	PersonX keeps an eye on PersonY
سوءظن داشته باشم	have a suspicion	xNeed	PersonX keeps an eye on PersonY
بد	bad	xReact	PersonX keeps an eye on PersonY
۱۰	X	xWant	PersonX keeps an eye on PersonY
فشار داده شده	pressured	oReact	PersonX keeps asking PersonY
آزاردهنده	annoying	xAttr	PersonX keeps asking PersonY
برای گرفتن پاسخ درست	to get the right answer	xIntent	PersonX keeps asking PersonY
خیلی سمج بودن	to be very persistent	xNeed	PersonX keeps asking PersonY
کنجکاو	inquisitive	xReact	PersonX keeps asking PersonY
برای شنیدن	to listen	xWant	PersonX keeps asking PersonY
خوب است.	good	oReact	PersonX keeps house for PersonY
کمک کننده	helpful	xAttr	PersonX keeps house for PersonY
پاکیزگی خانه را حفظ کنید.	maintain the cleanliness of the home.	xIntent	PersonX keeps house for PersonY
برای تهیه آذوقه	To being supplies	xNeed	PersonX keeps house for PersonY
کمک کننده	helpful	xReact	PersonX keeps house for PersonY
برای اطمینان از اینکه همه چیز در وضعیت خوبی است	To make sure everything is in good condition	xWant	PersonX keeps house for PersonY
بهم مرتبط	connected	oReact	PersonX keeps in touch with PersonY
دوستانه	friendly	xAttr	PersonX keeps in touch with PersonY
برای دوستی با آن ها	to be friends with them	xIntent	PersonX keeps in touch with PersonY
برای رسیدن به سطح رسانه های اجتماعی	to keep up on social media	xNeed	PersonX keeps in touch with PersonY
خوشحال	happy	xReact	PersonX keeps in touch with PersonY
تا با او در تماس باشم.	to stay in touch	xWant	PersonX keeps in touch with PersonY
خیلی کنجکاو است که نتیجه را بداند.	curious to know the result	oReact	PersonX keeps my eyes open
گول زننده	cautious	xAttr	PersonX keeps my eyes open
برای معاینه چشمانم	to examine my eyes	xIntent	PersonX keeps my eyes open
توجه کنید که چیزی اشتباه است.	notice somethings wrong	xNeed	PersonX keeps my eyes open
بیدار	awake	xReact	PersonX keeps my eyes open
نقشه ای بریزید تا به من کمک کنید مشکل را حل کنم	make plan to help me fix problem	xWant	PersonX keeps my eyes open
مسئولیت آن را به عهده بگیرید	in charge	oReact	PersonX keeps my mouth shut
به جلو	forward	xAttr	PersonX keeps my mouth shut
برای مخفی نگه داشتن	to keep secret	xIntent	PersonX keeps my mouth shut
تا به من دستور دهد این کار را انجام دهم	to order me to do it	xNeed	PersonX keeps my mouth shut
آسوده خاطر	relieved	xReact	PersonX keeps my mouth shut
برای آشکار ساختن کولپریت	to expose the culprit	xWant	PersonX keeps my mouth shut
همراه با	accompanied	oReact	PersonX keeps pace with PersonY
قابل فعالیت	Active	xAttr	PersonX keeps pace with PersonY
برای اینکه سرعت خود را حفظ کند	to be keeps pace	xIntent	PersonX keeps pace with PersonY
تمرکز کردن	to concentrate	xNeed	PersonX keeps pace with PersonY
خوشحال	happy	xReact	PersonX keeps pace with PersonY
برای گرفتن دست شخصی	to hold PersonY's hand	xWant	PersonX keeps pace with PersonY
غمگین یا سردرگم از اینکه هیچ بازخوردی دریافت نکرده اند.	confused or sad that they didn't get any feedback.	oReact	PersonX keeps quiet
رزرو شده	Reserved	xAttr	PersonX keeps quiet
تا از سخن گفتن منصرف شوند	to refrain from speaking	xIntent	PersonX keeps quiet
ساکت بودن	to be silent	xNeed	PersonX keeps quiet
احساس بدی دارد که آن ها به مباحثه ای که در حال حاضر جریان دارد، اضافه نکرده اند.	feels bad they did not add to the discussion at hand.	xReact	PersonX keeps quiet
برای سخن گفتن	to speak	xWant	PersonX keeps quiet
تماشا می کرد	watched	oReact	PersonX keeps staring at PersonY
عجیب وغریب!	creepy	xAttr	PersonX keeps staring at PersonY
برای تعقیب شخصی	to follow person	xIntent	PersonX keeps staring at PersonY
تا شخصی را پیدا کند.	to spot PersonY	xNeed	PersonX keeps staring at PersonY
مسحور ساخته شده	mesmerized	xReact	PersonX keeps staring at PersonY
برای ترک این محل	to leave the place	xWant	PersonX keeps staring at PersonY
در جریان باشم	be in the know	xIntent	PersonX keeps tabs on ___
دستگاه ردیابی	a tracking device	xNeed	PersonX keeps tabs on ___
دانشمند	knowledgeable	xReact	PersonX keeps tabs on ___
چاقویی بردار	get a knife	xWant	PersonX keeps tabs on ___
علاقه مند	interested	oReact	PersonX keeps talking
موتی	Mouthy	xAttr	PersonX keeps talking
تمام داستان را بگوید	to tell the whole story	xIntent	PersonX keeps talking
تا به کسی خوش آمد بگوید	to greet someone	xNeed	PersonX keeps talking
نشان داده شده است.	represented	xReact	PersonX keeps talking
انگار گفتگوی خوبی با هم داشتند.	like they had a nice conversation	oReact	PersonX keeps talking to PersonY
دوستانه.	friendly.	xAttr	PersonX keeps talking to PersonY
توجهشان را جلب کنند	their attention	xIntent	PersonX keeps talking to PersonY
واکنش شخص ای را امتحان کنید.	test how person Y reacts	xWant	PersonX keeps talking to PersonY
ناامید.	frustrated	oReact	PersonX keeps telling PersonY
اهدا شده	dedicated	xAttr	PersonX keeps telling PersonY
برای درس دادن به شخصی	to be teaching PersonY	xNeed	PersonX keeps telling PersonY
نگران بودم.	worried	xReact	PersonX keeps telling PersonY
برای مراقبت از شخصی	to keep an eye on PersonY	xWant	PersonX keeps telling PersonY
استغاثه	resentment	oReact	PersonX keeps the ___ apart
حسود	jealous	xAttr	PersonX keeps the ___ apart
تا بعد از تعویض اتومبیل زنده بماند	to live after the repair	xIntent	PersonX keeps the ___ apart
برای اعتقاد به تقسیم و غلبه	to believe in divide and conquer	xNeed	PersonX keeps the ___ apart
در این شرایط مسئولیت پذیر است.	responsible in the situation	xReact	PersonX keeps the ___ apart
برای ایجاد دردسر	to continue causing trouble	xWant	PersonX keeps the ___ apart
رضایت خاطر	satisfied	oReact	PersonX keeps the ___ under control
رقابت کننده	competent	xAttr	PersonX keeps the ___ under control
برای فراهم کردن نظارت	to provide supervision	xIntent	PersonX keeps the ___ under control
از دیگران برای ایده های خود بخواهید	ask others for ideas	xNeed	PersonX keeps the ___ under control
رضایت خاطر	satisfied	xReact	PersonX keeps the ___ under control
مردم را از نقشه آگاه کنید	notify people of plan	xWant	PersonX keeps the ___ under control
خوشحال و متحد	happy and united	oReact	PersonX keeps the family together
قابل اطمينان	reliable	xAttr	PersonX keeps the family together
برای تأکید بر قدرت همبستگی و یکپارچگی	to stress the power of unity and togetherness	xIntent	PersonX keeps the family together
باور داشتن به اینکه یک خانواده باید با هم باشد	to believe a family needs to be together	xNeed	PersonX keeps the family together
دوست داشتم	loved	xReact	PersonX keeps the family together
تا ترتیب ملاقاتی را بدهد	to arrange for a meeting	xWant	PersonX keeps the family together
گرم و خوشحال که شخص ایکس از آتش خانه مراقبت می کند.	warm and happy that person x has taken care of the home fire.	oReact	PersonX keeps the home fires burning
ناقلا	dutiful	xAttr	PersonX keeps the home fires burning
کس دیگری که احساس امنیت کند	someone else to feel safe	xIntent	PersonX keeps the home fires burning
برای گرفتن مقداری گازولین	to get some gasoline	xNeed	PersonX keeps the home fires burning
از دست رفته	lost	xReact	PersonX keeps the home fires burning
تا از مشکلات بالقوه ناامن جلوگيري شود.	to prevent potential unsafe issues	xWant	PersonX keeps the home fires burning
بله (تصریح شده: شخصی)	yes (stated: persony)	oReact	PersonX keeps up PersonY's spirits
قوی	strong	xAttr	PersonX keeps up PersonY's spirits
تشویق کردن پرون ها	encourage the perony	xIntent	PersonX keeps up PersonY's spirits
که فکر کنند به آن نیاز دارند	to think they need it	xNeed	PersonX keeps up PersonY's spirits
مثل اینکه آن ها مرده خوبی را کشته اند.	like they did a good dead	xReact	PersonX keeps up PersonY's spirits
برای گرفتن تشکر از ای.	to get a thank you from Y	xWant	PersonX keeps up PersonY's spirits
ناراحت	upset	oReact	PersonX kicks PersonY out of the house
خسته شدم.	fed up	xAttr	PersonX kicks PersonY out of the house
عصبانی	angry	xIntent	PersonX kicks PersonY out of the house
برای رفتن به سمت شخصی	to walk towards PersonY	xNeed	PersonX kicks PersonY out of the house
آسوده خاطر	relieved	xReact	PersonX kicks PersonY out of the house
به شخصی بگوید که برنگردد	to tell PersonY to not come back	xWant	PersonX kicks PersonY out of the house
برای قلدری کردن	to bully	xIntent	PersonX kicks PersonY when they are down
با شخصی حرف بزن	talk to PersonY	xNeed	PersonX kicks PersonY when they are down
عصبانیت	anger	xReact	PersonX kicks PersonY when they are down
تا به دیگران بگوید کسی را لگد بزنند.	to tell other people to kick PersonY	xWant	PersonX kicks PersonY when they are down
آسیب دیده	hurt	oReact	PersonX kicks PersonY's legs
خشن و زمخت.	rough	xAttr	PersonX kicks PersonY's legs
برای اینکه بدجنس باشم	to be mean	xIntent	PersonX kicks PersonY's legs
برای پیدا کردن شخصی به نام Y	to find Person Y	xNeed	PersonX kicks PersonY's legs
منظورم این است که	mean	xReact	PersonX kicks PersonY's legs
خوشحال	happy	oReact	PersonX kicks ___ away
آزرده خاطر	annoyed	xAttr	PersonX kicks ___ away
برای رهایی از آن	to get rid of it	xIntent	PersonX kicks ___ away
برای گل زدن	to score a goal	xWant	PersonX kicks ___ away
آغشته به موم	humiliated	oReact	PersonX kicks ___ out of the house
برتر از همه	dominant	xAttr	PersonX kicks ___ out of the house
عصبانی بودن	to be angry	xNeed	PersonX kicks ___ out of the house
محروم از همه چیز	obligated	xReact	PersonX kicks ___ out of the house
تا زندگی جدیدی را آغاز کند.	to start new life	xWant	PersonX kicks ___ out of the house
امن تر	safer	oReact	PersonX kicks into touch
زشت و زننده است.	agressive	xAttr	PersonX kicks into touch
برای پیروزی	to win	xIntent	PersonX kicks into touch
برای بازی کردن	to be playing	xNeed	PersonX kicks into touch
اگر ببریم خوب است.	good if win	xReact	PersonX kicks into touch
حتی بیشتر در تماس باشید	get even more in touch	xWant	PersonX kicks into touch
آسیب دیده	hurt	oReact	PersonX kicks the man
بسیار خشونت آمیز	violent	xAttr	PersonX kicks the man
برای شروع یک جنگ	to start a fight	xIntent	PersonX kicks the man
برای نزدیک شدن به مرد	to go close to the man	xNeed	PersonX kicks the man
قدرتمند	powerful	xReact	PersonX kicks the man
فرار کردن	to run away	xWant	PersonX kicks the man
مرده	dead	oReact	PersonX kills PersonX's brother
بد	bad	xAttr	PersonX kills PersonX's brother
برای انتقام گرفتن از یک اشتباه	to avenge a wrong	xIntent	PersonX kills PersonX's brother
برای مشاجره با برادر	to have dispute with brother	xNeed	PersonX kills PersonX's brother
گناهکار	guilty	xReact	PersonX kills PersonX's brother
برای بدست آوردن قدرت	to gain power	xWant	PersonX kills PersonX's brother
وحشت زده	terrified	oReact	PersonX kills PersonX's children
شيطان صفت	evil	xAttr	PersonX kills PersonX's children
برای کشتن آن ها	to kill them	xIntent	PersonX kills PersonX's children
قاتل بودن	to be a killer	xNeed	PersonX kills PersonX's children
عصبانی و غمگین	angry and sad	xReact	PersonX kills PersonX's children
که دیگر پدر نباشد	to no longer be a parent	xWant	PersonX kills PersonX's children
صدمه می بیند، گریه می کند.	hurts,crying	oReact	PersonX kills PersonX's father
انتقام جو	vengeful	xAttr	PersonX kills PersonX's father
در حالی که می کشد	to bad while kill	xIntent	PersonX kills PersonX's father
که تلویزیون جنایی تماشا کرده است	to have watched crime TV	xNeed	PersonX kills PersonX's father
گناهکار	guilty	xReact	PersonX kills PersonX's father
خودشان را تسلیم کنند	to give themselves up	xWant	PersonX kills PersonX's father
غمگین و عصبانی	sad, angry	oReact	PersonX kills PersonX's husband
بسیار خشونت آمیز	violent	xAttr	PersonX kills PersonX's husband
شوهرش مرده است.	her husband dead	xIntent	PersonX kills PersonX's husband
تا نقشه ای بکشیم	to make a plan	xNeed	PersonX kills PersonX's husband
عصبانی	angry	xReact	PersonX kills PersonX's husband
از دست پلیس فرار کنید	run from the police	xWant	PersonX kills PersonX's husband
از دست مادر عصبانی است.	is angry at mother	xIntent	PersonX kills PersonX's mother
برای اجرای نقشه قتل،	To execute the murder plan	xNeed	PersonX kills PersonX's mother
عصبانی	angry	xReact	PersonX kills PersonX's mother
برای دفن مادر	to bury mother	xWant	PersonX kills PersonX's mother
اندوهگین	sorrowful	oReact	PersonX kills PersonX's son
انتقام جو	vengeful	xAttr	PersonX kills PersonX's son
تنها نگران خودش باشد	to worry only about himself	xIntent	PersonX kills PersonX's son
تا نقشه ای بکشیم	to make a plan	xNeed	PersonX kills PersonX's son
شيطان صفت	evil	xReact	PersonX kills PersonX's son
دیوانه	mad	oReact	PersonX kills PersonY animal
دارای ادراکات مغناطیسی است.	immoral	xAttr	PersonX kills PersonY animal
انتقام	revenge	xIntent	PersonX kills PersonY animal
از تصمیم خود پشیمان باشند	regret their decision	xWant	PersonX kills PersonY animal
سپاسگزارم.	grateful	oReact	PersonX kills PersonY enemy
پرخاشگر	aggressive	xAttr	PersonX kills PersonY enemy
تا نقشه ای بکشیم	to make a plan	xNeed	PersonX kills PersonY enemy
خوشحال	happy	xReact	PersonX kills PersonY enemy
دشمن برای کشته شدن	enemy for killed	xWant	PersonX kills PersonY enemy
افسرده و عصبانی	depressed and angry	oReact	PersonX kills PersonY father
بدجنس!	Evil	xAttr	PersonX kills PersonY father
برای کشتن	to murder	xIntent	PersonX kills PersonY father
اسلحه برداشتن	pick up gun	xNeed	PersonX kills PersonY father
عدالت	justice	xReact	PersonX kills PersonY father
برای بدست آوردن یک آربی	to get an alibi	xWant	PersonX kills PersonY father
مرده	dead	oReact	PersonX kills PersonY first
بدون قید و شرط.	ruthless.	xAttr	PersonX kills PersonY first
برای اینکه بدجنس باشم	to be mean	xIntent	PersonX kills PersonY first
برای بدست آوردن اسلحه	to get the weapon	xNeed	PersonX kills PersonY first
گناهکار	guilty	xReact	PersonX kills PersonY first
برای دفن شخصی	to bury personY	xWant	PersonX kills PersonY first
غمگین	sad	oReact	PersonX kills PersonY instantly
کنجکاو	curious	xAttr	PersonX kills PersonY instantly
برای بد بودن	to be evil	xIntent	PersonX kills PersonY instantly
تا نقشه ای بکشیم	to make a plan	xNeed	PersonX kills PersonY instantly
وحشتناک	terrible	xReact	PersonX kills PersonY instantly
تا تخت پادشاهی را بگیرد	to take over the throne	xWant	PersonX kills PersonY instantly
مضطرب	distressed	oReact	PersonX kills PersonY on the spot
عصبانی	angry	xAttr	PersonX kills PersonY on the spot
برای انتقام گرفتن	to take revenge	xIntent	PersonX kills PersonY on the spot
تا نقشه ای بکشیم	to make a plan	xNeed	PersonX kills PersonY on the spot
گناهکار از اعمال خودش	guilty of his act	xReact	PersonX kills PersonY on the spot
برای دفن شواهد	to bury evidence	xWant	PersonX kills PersonY on the spot
غمگین	sad	oReact	PersonX kills PersonY's brother
رنجور	Violent	xAttr	PersonX kills PersonY's brother
برای بد بودن	to be evil	xIntent	PersonX kills PersonY's brother
تا ماشه را بکشد	to pull the trigger	xNeed	PersonX kills PersonY's brother
خجالت زده	ashamed	xReact	PersonX kills PersonY's brother
برای پنهان شدن	to go into hiding	xWant	PersonX kills PersonY's brother
ویران شده	devastated	oReact	PersonX kills PersonY's children
بدجنس!	Evil	xAttr	PersonX kills PersonY's children
زندگی مردم را خراب کند	to ruin people's lives	xIntent	PersonX kills PersonY's children
بچه های شخصی را پیدا کنید	find PersonY's children	xNeed	PersonX kills PersonY's children
راضي.	satisfied.	xReact	PersonX kills PersonY's children
برای پنهان کردن اجساد	to hide the bodies	xWant	PersonX kills PersonY's children
وحشتناک است که آنها نتوانند به پدرشان کمک کنند.	terrible that they couldn't help their dad.	oReact	PersonX kills PersonY's father
منظورم این است که	mean	xAttr	PersonX kills PersonY's father
برای صدمه زدن به دیگران.	to hurt someone.	xIntent	PersonX kills PersonY's father
که اسلحه قتل داشته باشد	to have a murder weapon	xNeed	PersonX kills PersonY's father
از اینکه برنده شده ام احساس آرامش می کنم.	relieved to have won.	xReact	PersonX kills PersonY's father
قبر کندن	dig a grave	xWant	PersonX kills PersonY's father
کنجکاو در مورد مرگ شوهر شخصی	curious about persony's husband's death	oReact	PersonX kills PersonY's husband
ظالم	cruel	xAttr	PersonX kills PersonY's husband
شخصیتی برای آزادی از یک رابطه معین	persony to be released from a certain relationship	xIntent	PersonX kills PersonY's husband
یک اسلحه بخرد	buy a gun	xNeed	PersonX kills PersonY's husband
ترسان	scared	xReact	PersonX kills PersonY's husband
برای دوری از پلیس	to avoid police	xWant	PersonX kills PersonY's husband
غمگین	sad	oReact	PersonX kills PersonY's mother
بسیار خشونت آمیز	violent	xAttr	PersonX kills PersonY's mother
برای کشتن	to kill	xIntent	PersonX kills PersonY's mother
برای گرفتن اسلحه	to get a gun	xNeed	PersonX kills PersonY's mother
عصبانی	angry	xReact	PersonX kills PersonY's mother
برای پنهان کردن سلاح قاتل	to hide the murder weapon	xWant	PersonX kills PersonY's mother
عصبانیت	anger	oReact	PersonX kills PersonY's son
ظالم	cruel	xAttr	PersonX kills PersonY's son
برای کشتن	to kill	xIntent	PersonX kills PersonY's son
برای تیراندازی به پسر شخصی	to shoot PersonY's son	xNeed	PersonX kills PersonY's son
افسرده و پشیمان	regretful	xReact	PersonX kills PersonY's son
برای پنهان شدن از صحنه	to hide from the scene	xWant	PersonX kills PersonY's son
ویران شده	devastated	oReact	PersonX kills PersonY's wife
قطعی	decietful	xAttr	PersonX kills PersonY's wife
انتقام جو	vengeful	xIntent	PersonX kills PersonY's wife
برای مشاجره با همسر شخصی	to have argued with PersonY's wife	xNeed	PersonX kills PersonY's wife
عصبانیت	anger	xReact	PersonX kills PersonY's wife
فرار کردن	to run away	xWant	PersonX kills PersonY's wife
آسیب دیده	hurt	oReact	PersonX kills another ___
منظورم این است که	mean	xAttr	PersonX kills another ___
برای خوردن	to eat	xIntent	PersonX kills another ___
اسلحه داشته باشید	have a weapon	xNeed	PersonX kills another ___
قوی	strong	xReact	PersonX kills another ___
درهم ریخته با شواهد	mess with evidence	xWant	PersonX kills another ___
دردناک	painful	oReact	PersonX kills every ___
دارای ادراکات مغناطیسی است.	immoral	xAttr	PersonX kills every ___
برای کشتن یک نفر	to kill someone	xIntent	PersonX kills every ___
نیف	KNIFE	xNeed	PersonX kills every ___
خوشحالم که از شر مورچه های توی گنجه اش خلاص شدم.	glad to be rid of ants in his cupboard.	xReact	PersonX kills every ___
فرار از جرم	ESCAPE FROM THE CRIME	xWant	PersonX kills every ___
درد	pain	oReact	PersonX kills one 's ___
رُو	Rev	xAttr	PersonX kills one 's ___
برای اینکه یک آدمکش باشم	to be a murderer	xIntent	PersonX kills one 's ___
برای تیراندازی به یک شخص	to shoot someone	xNeed	PersonX kills one 's ___
وحشتناک	terrible	xReact	PersonX kills one 's ___
برای پنهان کردن آن	to cover it up	xWant	PersonX kills one 's ___
آسیب دیده	traumatised	oReact	PersonX kills the ___ but can not kill
بدشانس!	Unfortunate	xAttr	PersonX kills the ___ but can not kill
ناامید.	frustrated	xIntent	PersonX kills the ___ but can not kill
برای اینکه اراده کشتن داشته باشیم	to have the will to kill	xNeed	PersonX kills the ___ but can not kill
ترس، بدبختی	fear,unhappy	xReact	PersonX kills the ___ but can not kill
برای از بین بردن کسی	To eliminate someone	xWant	PersonX kills the ___ but can not kill
تخم طلایی غاز.	the golden eggs from the goose.	xIntent	PersonX kills the goose that lays the golden eggs
برای گرفتن غازی که تخم طلایی می گذارد	to get hold of the goose that lays the golden eggs	xNeed	PersonX kills the goose that lays the golden eggs
راضي.	satisfied.	xReact	PersonX kills the goose that lays the golden eggs
تا به حرف های مردم عاقل تر از او گوش دهد	to listen to people wiser than him	xWant	PersonX kills the goose that lays the golden eggs
عصبی و حیرت زده	nervous and surpriced	oReact	PersonX kisses PersonY back
توجه.	caring.	xAttr	PersonX kisses PersonY back
تا لذت ببریم	to have fun	xIntent	PersonX kisses PersonY back
احساسات شخصی	PersonY's affection	xNeed	PersonX kisses PersonY back
دوست داشتن	loving	xReact	PersonX kisses PersonY back
کسی او را دوست داشته باشد	loved by someone	oReact	PersonX kisses PersonY deeply
نامزد شده است.	engaged	xAttr	PersonX kisses PersonY deeply
تا عشقش را به او نشان دهد	to show his love	xIntent	PersonX kisses PersonY deeply
روابط جنسی	intercourse	xWant	PersonX kisses PersonY deeply
خوشحال	happy	oReact	PersonX kisses PersonY goodbye
علاقه مند شدن به	caring	xAttr	PersonX kisses PersonY goodbye
برای گفتگو با شخصی	to converse with PersonY	xNeed	PersonX kisses PersonY goodbye
خوشحال	happy	xReact	PersonX kisses PersonY goodbye
از اینجا بروید	leave	xWant	PersonX kisses PersonY goodbye
احترام گذاشته شده	respected	oReact	PersonX kisses PersonY hand
علاقه مند شدن به	caring	xAttr	PersonX kisses PersonY hand
برای نشان دادن احترام	to show respect	xIntent	PersonX kisses PersonY hand
دستشان را می گیرد	takes their hand	xNeed	PersonX kisses PersonY hand
محترمانه	respectful	xReact	PersonX kisses PersonY hand
دست دیگر را ببوس	kiss other hand	xWant	PersonX kisses PersonY hand
خواسته شده	wanted	oReact	PersonX kisses PersonY hard
شهوت انگیز	erotic	xAttr	PersonX kisses PersonY hard
شور و شوق شخصی را نشان دهد	show person passion	xIntent	PersonX kisses PersonY hard
اعتماد به نفس یا کنترل ضعیف انگیزه ها	confidence or poor impulse control	xNeed	PersonX kisses PersonY hard
با صدای بلند گفت:	arroused	xReact	PersonX kisses PersonY hard
برای ابراز احساسات	to express passion	xWant	PersonX kisses PersonY hard
مهربان	affectionate	oReact	PersonX kisses PersonY lightly
علاقه مند شدن به	caring	xAttr	PersonX kisses PersonY lightly
تا محبت خود را نشان دهد	to show his affection	xIntent	PersonX kisses PersonY lightly
برای جا انداختن شخصی در آن	to tuck PersonY in	xNeed	PersonX kisses PersonY lightly
دوست داشتن	loving	xReact	PersonX kisses PersonY lightly
تا برای مدتی شخصی را تماشا کند.	to watch PersonY for a while	xWant	PersonX kisses PersonY lightly
دوست داشتم	loved	oReact	PersonX kisses PersonY on both cheeks
دوستانه	friendly	xAttr	PersonX kisses PersonY on both cheeks
برای بوسیدن	to be kisses	xIntent	PersonX kisses PersonY on both cheeks
برای دیدن شخصی	to see PersonY	xNeed	PersonX kisses PersonY on both cheeks
عشق	love	xReact	PersonX kisses PersonY on both cheeks
برای نشستن	to sit down	xWant	PersonX kisses PersonY on both cheeks
دوست داشتم	loved	oReact	PersonX kisses PersonY on the forehead
نرم و ملایم	gentle	xAttr	PersonX kisses PersonY on the forehead
برای مهربانی کردن	to affectionate	xIntent	PersonX kisses PersonY on the forehead
تماس با شخصی	touch PersonY	xNeed	PersonX kisses PersonY on the forehead
مهربان	affectionate	xReact	PersonX kisses PersonY on the forehead
لبخند	smile	xWant	PersonX kisses PersonY on the forehead
پر از گل و گیاه	aroused	oReact	PersonX kisses PersonY on the lips
خوشمزه است.	sweet	xAttr	PersonX kisses PersonY on the lips
برای غرغر کردن	to be romatic	xIntent	PersonX kisses PersonY on the lips
برای دستگیری شخصی	to grab onto PersonY	xNeed	PersonX kisses PersonY on the lips
خوشحال	happy	xReact	PersonX kisses PersonY on the lips
برای بوسیدن شخصی	to keep kissing PersonY	xWant	PersonX kisses PersonY on the lips
برای ابراز محبت	to show affection	xIntent	PersonX kisses PersonY passionately
برای آسایش شخصی	to make PersonY comfortable	xNeed	PersonX kisses PersonY passionately
در عشق	in love	xReact	PersonX kisses PersonY passionately
برای بوسیدن مجدد آن ها	to kiss them again	xWant	PersonX kisses PersonY passionately
خوشحال	happy	oReact	PersonX kisses PersonY quickly
رمانتیک	romantic	xAttr	PersonX kisses PersonY quickly
احساس عشق کردن	to feel loved	xIntent	PersonX kisses PersonY quickly
اجازه بوسیدن بگیرید	get permission to kiss	xNeed	PersonX kisses PersonY quickly
خوب است.	good	xReact	PersonX kisses PersonY quickly
پرستیده شده	adored	oReact	PersonX kisses PersonY softly
مهربان	kind	xAttr	PersonX kisses PersonY softly
برای ابراز محبت	to show affection	xIntent	PersonX kisses PersonY softly
احساسات بازگشته	have affection returned	xWant	PersonX kisses PersonY softly
از دست رفته	missed	oReact	PersonX kisses PersonY tenderly
حقیقی و اصیل	genuine	xAttr	PersonX kisses PersonY tenderly
برای نزدیک بودن به شخصی که	to be near person y	xNeed	PersonX kisses PersonY tenderly
امن و امان	secure	xReact	PersonX kisses PersonY tenderly
برای مراقبت از شخصی که	to caress person y	xWant	PersonX kisses PersonY tenderly
دوست داشتم	loved	oReact	PersonX kisses PersonY's back
متفکرانه	thoughtful	xAttr	PersonX kisses PersonY's back
برای ابراز محبت	to show affection	xIntent	PersonX kisses PersonY's back
به آن شخص نزدیک شوید	approach the person	xNeed	PersonX kisses PersonY's back
دوست داشتم	loved	xReact	PersonX kisses PersonY's back
تا از شخص ایکس درخواست لطف کند	to ask PersonX for favors	xWant	PersonX kisses PersonY's back
دوست داشتم	loved	oReact	PersonX kisses PersonY's forehead
مهربان	affectionate	xAttr	PersonX kisses PersonY's forehead
برای بوسیدن	to be kiss	xIntent	PersonX kisses PersonY's forehead
