	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	index	prefix	input_text	target_text	input_text_fa	target_text_fa	natural	natural_fa	natural_input_text_en	natural_target_text	natural_input_text_fa	natural_target_text_fa
385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	385	4844	4844	xIntent	PersonX tells PersonY to come	to welcome	PersonX به PersonY می گوید که بیاید	استقبال کردن	PersonX tells PersonY to come. PersonX intends to welcome	PersonX به PersonY می گوید که بیاید. PersonX قصد دارد استقبال کند	PersonX tells PersonY to come	 PersonX intends to welcome	PersonX به PersonY می گوید که بیاید	 PersonX قصد دارد استقبال کند
386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	4845	4845	xIntent	PersonX tells PersonY to come	to be sociable	PersonX به PersonY می گوید که بیاید	خوش مشرب بودن	PersonX tells PersonY to come. PersonX intends to be sociable	PersonX به PersonY می گوید که بیاید. PersonX قصد دارد اجتماعی باشد	PersonX tells PersonY to come	 PersonX intends to be sociable	PersonX به PersonY می گوید که بیاید	 PersonX قصد دارد اجتماعی باشد
387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	387	4846	4846	xIntent	PersonX takes PersonX's eyes off PersonY	to look at something else	PersonX چشم PersonX را از PersonY می گیرد	به چیز دیگری نگاه کنید	PersonX takes PersonX's eyes off PersonY. PersonX intends to look at something else	PersonX چشم PersonX را از PersonY می گیرد. PersonX قصد دارد به چیز دیگری نگاه کند	PersonX takes PersonX's eyes off PersonY	 PersonX intends to look at something else	PersonX چشم PersonX را از PersonY می گیرد	 PersonX قصد دارد به چیز دیگری نگاه کند
388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	4847	4847	xIntent	PersonX reads PersonY's letter	to learn about what's going on with y	PersonX نامه PersonY را می خواند	برای یادگیری در مورد آنچه که با y اتفاق می افتد	PersonX reads PersonY's letter. PersonX intends to learn about what's going on with y	PersonX نامه PersonY را می خواند. PersonX قصد دارد تا در مورد اتفاقات y اطلاعاتی کسب کند	PersonX reads PersonY's letter	 PersonX intends to learn about what's going on with y	PersonX نامه PersonY را می خواند	 PersonX قصد دارد تا در مورد اتفاقات y اطلاعاتی کسب کند
389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	4848	4848	xIntent	PersonX reads PersonY's letter	to know what person y has to say	PersonX نامه PersonY را می خواند	برای دانستن اینکه شخص y چه چیزی برای گفتن دارد	PersonX reads PersonY's letter. PersonX intends to know what person y has to say	PersonX نامه PersonY را می خواند. PersonX قصد دارد بداند y شخص چه چیزی برای گفتن دارد	PersonX reads PersonY's letter	 PersonX intends to know what person y has to say	PersonX نامه PersonY را می خواند	 PersonX قصد دارد بداند y شخص چه چیزی برای گفتن دارد
390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	390	4849	4849	xIntent	PersonX reads PersonY's letter	to read	PersonX نامه PersonY را می خواند	خواندن	PersonX reads PersonY's letter. PersonX intends to read	PersonX نامه PersonY را می خواند. PersonX قصد خواندن دارد	PersonX reads PersonY's letter	 PersonX intends to read	PersonX نامه PersonY را می خواند	 PersonX قصد خواندن دارد
391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	391	4850	4850	xIntent	PersonX asks PersonY to look	to get a second opinion	PersonX از PersonY می خواهد که نگاه کند	برای گرفتن نظر دوم	PersonX asks PersonY to look. PersonX intends to get a second opinion	PersonX از PersonY می خواهد که نگاه کند. PersonX قصد دارد نظر دوم را بدست آورد	PersonX asks PersonY to look	 PersonX intends to get a second opinion	PersonX از PersonY می خواهد که نگاه کند	 PersonX قصد دارد نظر دوم را بدست آورد
392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	4851	4851	xIntent	PersonX provides PersonY example	to explained something	PersonX مثالی از PersonY را ارائه می دهد	برای توضیح چیزی	PersonX provides PersonY example. PersonX intends to explained something	PersonX مثالی از PersonY را ارائه می دهد. PersonX قصد دارد چیزی را توضیح دهد	PersonX provides PersonY example	 PersonX intends to explained something	PersonX مثالی از PersonY را ارائه می دهد	 PersonX قصد دارد چیزی را توضیح دهد
393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	393	4852	4852	xIntent	PersonX provides PersonY example	to advice person	PersonX مثالی از PersonY را ارائه می دهد	به شخص مشاوره	PersonX provides PersonY example. PersonX intends to advice person	PersonX مثالی از PersonY را ارائه می دهد. PersonX قصد دارد شخص را راهنمایی کند	PersonX provides PersonY example	 PersonX intends to advice person	PersonX مثالی از PersonY را ارائه می دهد	 PersonX قصد دارد شخص را راهنمایی کند
394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	394	4853	4853	xIntent	PersonX provides PersonY example	to change person mind	PersonX مثالی از PersonY را ارائه می دهد	برای تغییر نظر شخص	PersonX provides PersonY example. PersonX intends to change person mind	PersonX مثالی از PersonY را ارائه می دهد. PersonX قصد دارد نظر شخص را تغییر دهد	PersonX provides PersonY example	 PersonX intends to change person mind	PersonX مثالی از PersonY را ارائه می دهد	 PersonX قصد دارد نظر شخص را تغییر دهد
395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	4854	4854	xIntent	PersonX provides PersonY example	to be clear.	PersonX مثالی از PersonY را ارائه می دهد	مشخص بودن.	PersonX provides PersonY example. PersonX intends to be clear.	PersonX مثالی از PersonY را ارائه می دهد. PersonX قصد دارد روشن باشد.	PersonX provides PersonY example	 PersonX intends to be clear	PersonX مثالی از PersonY را ارائه می دهد	 PersonX قصد دارد روشن باشد
396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	396	4855	4855	xIntent	PersonX uses PersonY's resources	to replace his own	PersonX از منابع PersonY استفاده می کند	جای خودش را بگیرد	PersonX uses PersonY's resources. PersonX intends to replace his own	PersonX از منابع PersonY استفاده می کند. PersonX قصد دارد جایگزین مورد شخصی خود شود	PersonX uses PersonY's resources	 PersonX intends to replace his own	PersonX از منابع PersonY استفاده می کند	 PersonX قصد دارد جایگزین مورد شخصی خود شود
397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	397	4856	4856	xIntent	PersonX uses PersonY's resources	supplies	PersonX از منابع PersonY استفاده می کند	تدارکات	PersonX uses PersonY's resources. PersonX intends supplies	PersonX از منابع PersonY استفاده می کند. PersonX قصد تهیه لوازم را دارد	PersonX uses PersonY's resources	 PersonX intends supplies	PersonX از منابع PersonY استفاده می کند	 PersonX قصد تهیه لوازم را دارد
398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	398	4857	4857	xIntent	PersonX uses PersonY's resources	to use other person's resources.	PersonX از منابع PersonY استفاده می کند	برای استفاده از منابع شخص دیگر	PersonX uses PersonY's resources. PersonX intends to use other person's resources.	PersonX از منابع PersonY استفاده می کند. PersonX قصد دارد از منابع شخص دیگری استفاده کند.	PersonX uses PersonY's resources	 PersonX intends to use other person's resources	PersonX از منابع PersonY استفاده می کند	 PersonX قصد دارد از منابع شخص دیگری استفاده کند
399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	399	4862	4862	xIntent	PersonX says would come	to answer an rsvp	PersonX می گوید	برای پاسخ به یک rsvp	PersonX says would come. PersonX intends to answer an rsvp	PersonX می گوید PersonX قصد دارد به یک rsvp پاسخ دهد	PersonX says would come	 PersonX intends to answer an rsvp	PersonX می گوید 	PersonX قصد دارد به یک rsvp پاسخ دهد
400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	4863	4863	xIntent	PersonX says would come	to inform another of future arrival	PersonX می گوید	برای اطلاع دیگری از ورود در آینده	PersonX says would come. PersonX intends to inform another of future arrival	PersonX می گوید PersonX قصد دارد فرد دیگری را از ورود در آینده مطلع کند	PersonX says would come	 PersonX intends to inform another of future arrival	PersonX می گوید 	PersonX قصد دارد فرد دیگری را از ورود در آینده مطلع کند
401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	4864	4864	xIntent	PersonX maintains PersonY's existence	remain with person y.	PersonX وجود PersonY را حفظ می کند	با شخص y بمانید.	PersonX maintains PersonY's existence. PersonX intends remain with person y.	PersonX وجود PersonY را حفظ می کند. PersonX قصد دارد با شخص y باقی بماند.	PersonX maintains PersonY's existence	 PersonX intends remain with person y	PersonX وجود PersonY را حفظ می کند	 PersonX قصد دارد با شخص y باقی بماند
402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	402	4865	4865	xIntent	PersonX carries out PersonX's responsibilities	to finish what they've started	PersonX مسئولیت های PersonX را بر عهده دارد	برای پایان کارهایی که شروع کرده اند	PersonX carries out PersonX's responsibilities. PersonX intends to finish what they've started	PersonX مسئولیت های PersonX را بر عهده دارد. PersonX قصد دارد آنچه را که شروع کرده است به پایان برساند	PersonX carries out PersonX's responsibilities	 PersonX intends to finish what they've started	PersonX مسئولیت های PersonX را بر عهده دارد	 PersonX قصد دارد آنچه را که شروع کرده است به پایان برساند
403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	4866	4866	xIntent	PersonX carries out PersonX's responsibilities	to be a good person	PersonX مسئولیت های PersonX را بر عهده دارد	آدم خوبی بودن	PersonX carries out PersonX's responsibilities. PersonX intends to be a good person	PersonX مسئولیت های PersonX را بر عهده دارد. PersonX قصد دارد فرد خوبی باشد	PersonX carries out PersonX's responsibilities	 PersonX intends to be a good person	PersonX مسئولیت های PersonX را بر عهده دارد	 PersonX قصد دارد فرد خوبی باشد
404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	4867	4867	xIntent	PersonX carries out PersonX's responsibilities	to do his fair share	PersonX مسئولیت های PersonX را بر عهده دارد	تا سهم عادلانه خود را انجام دهد	PersonX carries out PersonX's responsibilities. PersonX intends to do his fair share	PersonX مسئولیت های PersonX را بر عهده دارد. PersonX قصد دارد سهم عادلانه خود را انجام دهد	PersonX carries out PersonX's responsibilities	 PersonX intends to do his fair share	PersonX مسئولیت های PersonX را بر عهده دارد	 PersonX قصد دارد سهم عادلانه خود را انجام دهد
405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	4868	4868	xIntent	PersonX carries out PersonX's responsibilities	to look responsible	PersonX مسئولیت های PersonX را بر عهده دارد	مسئول به نظر رسیدن	PersonX carries out PersonX's responsibilities. PersonX intends to look responsible	PersonX مسئولیت های PersonX را بر عهده دارد. PersonX قصد دارد مسئولیت پذیر به نظر برسد	PersonX carries out PersonX's responsibilities	 PersonX intends to look responsible	PersonX مسئولیت های PersonX را بر عهده دارد	 PersonX قصد دارد مسئولیت پذیر به نظر برسد
406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	406	4869	4869	xIntent	PersonX carries out PersonX's responsibilities	to be an adult	PersonX مسئولیت های PersonX را بر عهده دارد	بزرگسال بودن	PersonX carries out PersonX's responsibilities. PersonX intends to be an adult	PersonX مسئولیت های PersonX را بر عهده دارد. PersonX قصد دارد یک فرد بزرگسال باشد	PersonX carries out PersonX's responsibilities	 PersonX intends to be an adult	PersonX مسئولیت های PersonX را بر عهده دارد	 PersonX قصد دارد یک فرد بزرگسال باشد
407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	4870	4870	xIntent	PersonX knows PersonY's history	to learn more.	PersonX از تاریخچه PersonY اطلاع دارد	برای یادگیری بیشتر	PersonX knows PersonY's history. PersonX intends to learn more.	PersonX از تاریخچه PersonY اطلاع دارد. PersonX قصد دارد بیشتر بیاموزد.	PersonX knows PersonY's history	 PersonX intends to learn more	PersonX از تاریخچه PersonY اطلاع دارد	 PersonX قصد دارد بیشتر بیاموزد
408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	408	4871	4871	xIntent	PersonX writes PersonX's life	to share his experiences	PersonX زندگی PersonX را می نویسد	برای به اشتراک گذاشتن تجربیات خود	PersonX writes PersonX's life. PersonX intends to share his experiences	PersonX زندگی PersonX را می نویسد. PersonX قصد دارد تجربیات خود را به اشتراک بگذارد	PersonX writes PersonX's life	 PersonX intends to share his experiences	PersonX زندگی PersonX را می نویسد	 PersonX قصد دارد تجربیات خود را به اشتراک بگذارد
409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	4872	4872	xIntent	PersonX writes PersonX's life	to document their life	PersonX زندگی PersonX را می نویسد	برای ثبت زندگی آنها	PersonX writes PersonX's life. PersonX intends to document their life	PersonX زندگی PersonX را می نویسد. PersonX قصد دارد زندگی خود را ثبت کند	PersonX writes PersonX's life	 PersonX intends to document their life	PersonX زندگی PersonX را می نویسد	 PersonX قصد دارد زندگی خود را ثبت کند
410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	4873	4873	xIntent	PersonX completes PersonY's work	to be kind.	PersonX کار PersonY را کامل می کند	مهربان بودن.	PersonX completes PersonY's work. PersonX intends to be kind.	PersonX کار PersonY را کامل می کند. PersonX قصد دارد مهربان باشد.	PersonX completes PersonY's work	 PersonX intends to be kind	PersonX کار PersonY را کامل می کند	 PersonX قصد دارد مهربان باشد
411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	411	4874	4874	xIntent	PersonX completes PersonY's work	to be helpful	PersonX کار PersonY را کامل می کند	مفید بودن	PersonX completes PersonY's work. PersonX intends to be helpful	PersonX کار PersonY را کامل می کند. PersonX قصد دارد مفید واقع شود	PersonX completes PersonY's work	 PersonX intends to be helpful	PersonX کار PersonY را کامل می کند	 PersonX قصد دارد مفید واقع شود
412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	412	4875	4875	xIntent	PersonX completes PersonY's work	to surprise someone.	PersonX کار PersonY را کامل می کند	کسی را غافلگیر کردن	PersonX completes PersonY's work. PersonX intends to surprise someone.	PersonX کار PersonY را کامل می کند. PersonX قصد دارد کسی را غافلگیر کند.	PersonX completes PersonY's work	 PersonX intends to surprise someone	PersonX کار PersonY را کامل می کند	 PersonX قصد دارد کسی را غافلگیر کند
413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	4876	4876	xIntent	PersonX completes PersonY's work	to help	PersonX کار PersonY را کامل می کند	برای کمک به	PersonX completes PersonY's work. PersonX intends to help	PersonX کار PersonY را کامل می کند. PersonX قصد کمک دارد	PersonX completes PersonY's work	 PersonX intends to help	PersonX کار PersonY را کامل می کند	 PersonX قصد کمک دارد
414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	414	4877	4877	xIntent	PersonX completes PersonY's work	to help person y finish	PersonX کار PersonY را کامل می کند	برای کمک به پایان دادن به شخص	PersonX completes PersonY's work. PersonX intends to help person y finish	PersonX کار PersonY را کامل می کند. PersonX قصد دارد تا در پایان کار به شخص کمک کند	PersonX completes PersonY's work	 PersonX intends to help person y finish	PersonX کار PersonY را کامل می کند	 PersonX قصد دارد تا در پایان کار به شخص کمک کند
415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	415	4878	4878	xIntent	PersonX blows PersonX's horn	get someone's attention	PersonX شاخ PersonX را می زند	جلب توجه کسی	PersonX blows PersonX's horn. PersonX intends get someone's attention	PersonX شاخ PersonX را می زند. PersonX قصد دارد توجه کسی را جلب کند	PersonX blows PersonX's horn	 PersonX intends get someone's attention	PersonX شاخ PersonX را می زند	 PersonX قصد دارد توجه کسی را جلب کند
416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	4879	4879	xIntent	PersonX blows PersonX's horn	to blow a horn	PersonX شاخ PersonX را می زند	شاخ زدن	PersonX blows PersonX's horn. PersonX intends to blow a horn	PersonX شاخ PersonX را می زند. PersonX قصد دارد بوق بزند	PersonX blows PersonX's horn	 PersonX intends to blow a horn	PersonX شاخ PersonX را می زند	 PersonX قصد دارد بوق بزند
417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	4880	4880	xIntent	PersonX blows PersonX's horn	to play his horn	PersonX شاخ PersonX را می زند	بوق خود را بنوازد	PersonX blows PersonX's horn. PersonX intends to play his horn	PersonX شاخ PersonX را می زند. PersonX قصد دارد شاخ خود را بنوازد	PersonX blows PersonX's horn	 PersonX intends to play his horn	PersonX شاخ PersonX را می زند	 PersonX قصد دارد شاخ خود را بنوازد
418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	4881	4881	xIntent	PersonX depends upon the type	to be dependable	PersonX به نوع آن بستگی دارد	قابل اعتماد بودن	PersonX depends upon the type. PersonX intends to be dependable	PersonX به نوع آن بستگی دارد. PersonX قصد دارد قابل اعتماد باشد	PersonX depends upon the type	 PersonX intends to be dependable	PersonX به نوع آن بستگی دارد	 PersonX قصد دارد قابل اعتماد باشد
419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	4882	4882	xIntent	PersonX sees could get	obtain what they view	PersonX می تواند دریافت کند	آنچه را که مشاهده می کنند بدست آورید	PersonX sees could get. PersonX intends obtain what they view	PersonX می تواند دریافت کند. PersonX قصد دارد آنچه را که مشاهده می کند به دست آورد	PersonX sees could get	 PersonX intends obtain what they view	PersonX می تواند دریافت کند	 PersonX قصد دارد آنچه را که مشاهده می کند به دست آورد
420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	420	4883	4883	xIntent	PersonX sees could get	take something	PersonX می تواند دریافت کند	چیزی بردار	PersonX sees could get. PersonX intends take something	PersonX می تواند دریافت کند. PersonX قصد دارد چیزی بردارد	PersonX sees could get	 PersonX intends take something	PersonX می تواند دریافت کند	 PersonX قصد دارد چیزی بردارد
421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	421	4885	4885	xIntent	PersonX produces PersonX's effects	to be in control.	PersonX اثرات PersonX را تولید می کند	تحت کنترل بودن.	PersonX produces PersonX's effects. PersonX intends to be in control.	PersonX اثرات PersonX را تولید می کند. PersonX قصد دارد کنترل خود را بر عهده بگیرد.	PersonX produces PersonX's effects	 PersonX intends to be in control	PersonX اثرات PersonX را تولید می کند	 PersonX قصد دارد کنترل خود را بر عهده بگیرد
422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	422	4886	4886	xIntent	PersonX produces PersonX's effects	to achieve an accomplishment	PersonX اثرات PersonX را تولید می کند	برای رسیدن به یک موفقیت	PersonX produces PersonX's effects. PersonX intends to achieve an accomplishment	PersonX اثرات PersonX را تولید می کند. PersonX قصد دارد به یک موفقیت دست یابد	PersonX produces PersonX's effects	 PersonX intends to achieve an accomplishment	PersonX اثرات PersonX را تولید می کند	 PersonX قصد دارد به یک موفقیت دست یابد
423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	423	4887	4887	xIntent	PersonX builds PersonY's nest	to help persony	PersonX لانه PersonY را می سازد	برای کمک به شخص	PersonX builds PersonY's nest. PersonX intends to help persony	PersonX لانه PersonY را می سازد. PersonX قصد دارد به شخص کمک کند	PersonX builds PersonY's nest	 PersonX intends to help persony	PersonX لانه PersonY را می سازد	 PersonX قصد دارد به شخص کمک کند
424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	4888	4888	xIntent	PersonX builds PersonY's nest	to be helpful	PersonX لانه PersonY را می سازد	مفید بودن	PersonX builds PersonY's nest. PersonX intends to be helpful	PersonX لانه PersonY را می سازد. PersonX قصد دارد مفید واقع شود	PersonX builds PersonY's nest	 PersonX intends to be helpful	PersonX لانه PersonY را می سازد	 PersonX قصد دارد مفید واقع شود
